Time, NodeID, NumIndividuals, NumInfected,AvgParasiteDensity,AvgGametocyteDensity,NumInfections,NoMarkers,gm1,gm2,gm3,gm4,gm1-gm2,gm1-gm3,gm1-gm4,gm2-gm3,gm2-gm4,gm3-gm4,gm1-gm2-gm3,gm1-gm2-gm4,gm1-gm3-gm4,gm2-gm3-gm4,gm1-gm2-gm3-gm4
95,340461476,1000,308,8555.26,236.491,382,0,95,156,95,36,0,0,0,0,0,0,0,0,0,0,0
96,340461476,1000,312,10178.5,280.164,388,0,95,158,99,36,0,0,0,0,0,0,0,0,0,0,0
97,340461476,1000,314,10063.2,317.659,391,0,95,159,101,36,0,0,0,0,0,0,0,0,0,0,0
98,340461476,1000,316,11615.7,356.779,394,0,97,160,101,36,0,0,0,0,0,0,0,0,0,0,0
99,340461476,1000,319,11080,385.893,399,0,97,161,105,36,0,0,0,0,0,0,0,0,0,0,0
100,340461476,1000,319,12581.2,416.868,400,0,97,161,106,36,0,0,0,0,0,0,0,0,0,0,0
101,340461476,1000,319,11796.2,426.334,400,0,97,161,106,36,0,0,0,0,0,0,0,0,0,0,0
102,340461476,1000,321,12933.6,455.549,404,0,97,162,109,36,0,0,0,0,0,0,0,0,0,0,0
103,340461476,1000,321,12359.2,461.277,405,0,97,163,109,36,0,0,0,0,0,0,0,0,0,0,0
104,340461476,1000,323,12519.3,481.023,408,0,100,163,109,36,0,0,0,0,0,0,0,0,0,0,0
105,340461476,1000,327,11733.6,506.215,414,0,101,166,111,36,0,0,0,0,0,0,0,0,0,0,0
106,340461476,1000,327,11255,518.79,417,0,102,168,111,36,0,0,0,0,0,0,0,0,0,0,0
107,340461476,1000,333,10286,564.223,424,0,103,174,111,36,0,0,0,0,0,0,0,0,0,0,0
108,340461476,1000,342,9618.65,586.882,435,0,104,176,119,36,0,0,0,0,0,0,0,0,0,0,0
109,340461476,1000,343,8834.37,639.255,441,0,106,178,121,36,0,0,0,0,0,0,0,0,0,0,0
110,340461476,1000,353,7862.42,659.175,454,0,113,182,122,37,0,0,0,0,0,0,0,0,0,0,0
111,340461476,1000,359,7738.58,710.811,463,0,114,186,126,37,0,0,0,0,0,0,0,0,0,0,0
112,340461476,1000,369,6093.73,725.141,477,0,120,190,130,37,0,0,0,0,0,0,0,0,0,0,0
113,340461476,1000,379,6131.82,764.691,495,0,129,197,132,37,0,0,0,0,0,0,0,0,0,0,0
114,340461476,1000,396,4216.49,778.593,523,0,135,211,138,39,0,0,0,0,0,0,0,0,0,0,0
115,340461476,1000,414,4620.46,795.653,553,0,139,229,146,39,0,0,0,0,0,0,0,0,0,0,0
116,340461476,1000,425,2861.82,792.659,577,0,151,237,149,40,0,0,0,0,0,0,0,0,0,0,0
117,340461476,1000,442,3811.17,785.369,599,0,156,248,153,42,0,0,0,0,0,0,0,0,0,0,0
118,340461476,1000,467,2272.98,761.963,643,0,170,273,158,42,0,0,0,0,0,0,0,0,0,0,0
119,340461476,1000,479,3314.86,734.832,672,0,176,286,166,44,0,0,0,0,0,0,0,0,0,0,0
120,340461476,1000,501,2215.88,701.332,715,1,186,308,174,46,0,0,0,0,0,0,0,0,0,0,0
121,340461476,1000,528,2697.24,657.527,767,1,202,330,184,49,0,0,1,0,0,0,0,0,0,0,0
122,340461476,1000,553,2057.23,628.44,819,1,222,356,186,53,0,0,1,0,0,0,0,0,0,0,0
123,340461476,1000,571,2320.95,570.829,865,1,237,371,201,54,0,0,1,0,0,0,0,0,0,0,0
124,340461476,1000,593,2007.83,538.08,917,1,254,395,209,57,0,0,1,0,0,0,0,0,0,0,0
125,340461476,1000,621,2387.55,470.677,981,1,267,433,213,66,0,0,1,0,0,0,0,0,0,0,0
126,340461476,1000,648,2628.17,438.352,1059,1,285,470,231,71,0,0,1,0,0,0,0,0,0,0,0
127,340461476,1000,661,3269.55,371.956,1098,1,291,488,241,76,0,0,1,0,0,0,0,0,0,0,0
128,340461476,1000,691,3871.24,351.198,1187,1,306,532,255,90,0,0,1,0,0,2,0,0,0,0,0
129,340461476,1000,711,4931.11,296.35,1239,1,319,562,262,92,0,0,1,0,0,2,0,0,0,0,0
130,340461476,1000,727,5287.7,284.586,1305,1,341,594,268,98,0,0,1,0,0,2,0,0,0,0,0
131,340461476,1000,759,7299.8,247.508,1403,3,353,647,286,107,0,0,1,0,0,6,0,0,0,0,0
132,340461476,1000,775,7418.99,234.406,1479,3,369,682,307,111,0,0,1,0,0,6,0,0,0,0,0
133,340461476,1000,798,10335.5,209.059,1547,3,385,707,329,115,1,0,1,0,0,6,0,0,0,0,0
134,340461476,1000,823,10854.2,198.046,1628,3,404,741,346,126,1,0,1,0,0,6,0,0,0,0,0
135,340461476,1000,834,14223,181.308,1697,3,421,773,360,131,1,0,1,1,0,6,0,0,0,0,0
136,340461476,1000,843,14605.9,177.279,1751,7,431,792,373,139,1,0,1,1,0,6,0,0,0,0,0
137,340461476,1000,861,17765.2,176.807,1854,8,447,838,405,146,1,0,1,1,0,7,0,0,0,0,0
138,340461476,1000,873,17509.1,187.483,1923,8,462,876,419,148,1,0,1,1,0,7,0,0,0,0,0
139,340461476,1000,878,21787.4,204.347,1988,10,480,900,436,152,1,0,1,1,0,7,0,0,0,0,0
140,340461476,1000,883,20921.3,237.364,2062,10,494,930,460,158,1,0,1,1,0,7,0,0,0,0,0
141,340461476,1000,889,26439.8,262.054,2113,11,503,957,474,157,1,0,1,2,0,7,0,0,0,0,0
142,340461476,1000,896,25852,323.16,2175,11,523,981,488,161,1,0,1,2,0,7,0,0,0,0,0
143,340461476,1000,905,30879.5,358.875,2244,12,538,1008,510,165,1,0,1,2,0,7,0,0,0,0,0
144,340461476,1000,910,30146.7,448.084,2280,12,541,1022,526,165,1,0,1,3,0,9,0,0,0,0,0
145,340461476,1000,919,34583.5,508.732,2329,13,545,1049,536,171,1,0,1,4,0,9,0,0,0,0,0
146,340461476,1000,924,33605.3,624.607,2380,13,550,1075,557,170,1,0,1,4,0,9,0,0,0,0,0
147,340461476,1000,929,38936.1,703.706,2433,13,566,1097,572,169,2,0,1,4,0,9,0,0,0,0,0
148,340461476,1000,929,36022.9,831.564,2465,13,571,1112,579,173,2,0,1,5,0,9,0,0,0,0,0
149,340461476,1000,930,43153,903.72,2515,13,582,1135,590,178,2,0,1,5,0,9,0,0,0,0,0
150,340461476,1000,934,39354.9,1054.2,2558,15,590,1147,611,177,2,0,1,5,0,10,0,0,0,0,0
151,340461476,1000,941,45318.8,1123.04,2593,15,594,1160,624,181,2,0,1,6,0,10,0,0,0,0,0
152,340461476,1000,949,43893.3,1299.06,2647,15,605,1182,644,179,2,0,1,9,0,10,0,0,0,0,0
153,340461476,1000,951,46171.5,1389.69,2680,15,610,1198,656,178,2,0,1,9,0,11,0,0,0,0,0
154,340461476,1000,953,47009.1,1571.13,2706,15,615,1215,663,175,2,0,1,9,0,11,0,0,0,0,0
155,340461476,1000,952,45561.6,1667.66,2729,15,617,1220,674,180,2,0,1,9,0,11,0,0,0,0,0
156,340461476,1000,952,47915.1,1841.34,2744,16,622,1223,680,180,2,0,1,9,0,11,0,0,0,0,0
157,340461476,1000,953,42738.3,1926.18,2785,16,625,1245,689,187,2,0,1,9,0,11,0,0,0,0,0
158,340461476,1000,954,46823,2116.26,2828,17,636,1256,705,191,2,0,1,9,0,11,0,0,0,0,0
159,340461476,1000,956,40287.6,2162.58,2852,18,639,1266,715,190,2,0,1,9,0,12,0,0,0,0,0
160,340461476,1000,958,43190.8,2372.26,2887,19,644,1276,731,193,2,0,1,9,0,12,0,0,0,0,0
161,340461476,1000,958,38869.3,2410.8,2934,21,655,1298,741,195,2,0,1,9,0,12,0,0,0,0,0
162,340461476,1000,960,39407.5,2585.34,2959,22,659,1317,742,195,2,0,1,9,0,12,0,0,0,0,0
163,340461476,1000,959,37144.7,2663.1,3010,23,673,1339,757,194,2,0,1,9,0,12,0,0,0,0,0
164,340461476,1000,961,36701.2,2772.8,3052,23,681,1361,767,196,2,0,1,9,0,12,0,0,0,0,0
165,340461476,1000,962,33829.4,2871.54,3081,25,691,1372,771,198,2,0,1,9,0,12,0,0,0,0,0
166,340461476,1000,963,33909.4,2905.7,3123,25,701,1396,779,198,2,0,1,9,0,12,0,0,0,0,0
167,340461476,1000,964,30393.1,3001.07,3170,26,715,1416,786,203,2,0,1,9,0,12,0,0,0,0,0
168,340461476,1000,964,31415.6,2943.18,3196,27,719,1431,792,203,2,0,1,9,0,12,0,0,0,0,0
169,340461476,1000,965,28051.2,3022.05,3248,29,726,1458,808,203,2,0,1,9,0,12,0,0,0,0,0
170,340461476,1000,967,29687.4,2918.79,3311,30,744,1491,816,205,3,0,1,9,0,12,0,0,0,0,0
171,340461476,1000,969,27298.1,2934.8,3361,32,749,1523,825,205,4,1,1,9,0,12,0,0,0,0,0
172,340461476,1000,972,27500.1,2843.39,3422,33,767,1549,839,206,5,1,1,9,0,12,0,0,0,0,0
173,340461476,1000,972,26177.1,2803.22,3476,35,774,1577,854,208,5,1,1,9,0,12,0,0,0,0,0
174,340461476,1000,973,24523.1,2724.48,3523,35,787,1603,860,210,5,1,1,9,0,12,0,0,0,0,0
175,340461476,1000,975,23251.9,2667.41,3557,35,800,1618,866,210,5,1,1,9,0,12,0,0,0,0,0
176,340461476,1000,977,21927.4,2563.38,3602,40,808,1634,877,214,5,2,1,9,0,12,0,0,0,0,0
177,340461476,1000,981,19850.7,2504.68,3644,40,811,1660,884,216,7,2,2,9,0,13,0,0,0,0,0
178,340461476,1000,982,20027.3,2380.92,3660,41,817,1666,886,217,7,2,2,9,0,13,0,0,0,0,0
179,340461476,1000,984,17955.2,2328.41,3739,44,836,1704,902,218,7,3,2,10,0,13,0,0,0,0,0
180,340461476,1000,985,18793.4,2207.21,3759,45,840,1717,901,219,9,3,2,10,0,13,0,0,0,0,0
181,340461476,1000,984,17174.9,2166.68,3798,45,850,1734,909,219,10,5,3,10,0,13,0,0,0,0,0
182,340461476,1000,986,19099.3,2078.12,3857,47,856,1765,919,226,11,5,3,10,0,15,0,0,0,0,0
183,340461476,1000,987,16946.8,2024.7,3868,47,859,1764,922,231,11,5,3,11,0,15,0,0,0,0,0
184,340461476,1000,989,19943.9,1960.7,3914,48,870,1788,930,232,11,5,3,11,1,15,0,0,0,0,0
185,340461476,1000,989,16841.6,1882.78,3936,52,869,1800,933,231,14,5,3,11,3,15,0,0,0,0,0
186,340461476,1000,992,19891.8,1805.47,3972,56,868,1816,940,238,14,5,3,11,5,16,0,0,0,0,0
187,340461476,1000,993,17104.8,1726.67,3988,61,862,1825,947,238,15,5,3,11,5,16,0,0,0,0,0
188,340461476,1000,994,19655.8,1625.83,4026,64,867,1847,952,240,15,5,3,12,5,16,0,0,0,0,0
189,340461476,1000,995,17713.6,1564.77,4071,69,874,1860,964,242,16,6,3,15,6,16,0,0,0,0,0
190,340461476,1000,995,20131.8,1470.05,4051,70,865,1854,960,240,16,7,2,15,6,16,0,0,0,0,0
191,340461476,1000,997,20113.5,1426.6,4095,81,870,1870,967,241,20,7,2,15,6,16,0,0,0,0,0
192,340461476,1000,995,21091.7,1351.67,4115,82,871,1870,975,247,21,8,2,17,6,16,0,0,0,0,0
193,340461476,1000,995,22428.1,1345.64,4077,82,862,1849,969,244,22,8,2,17,6,16,0,0,0,0,0
194,340461476,1000,996,21215.8,1280.68,4130,88,869,1873,979,247,23,8,2,18,7,16,0,0,0,0,0
195,340461476,1000,997,22152.1,1311.56,4134,89,860,1882,978,247,24,8,2,19,9,16,0,0,0,0,0
196,340461476,1000,998,20508.7,1250.01,4091,92,851,1860,969,241,25,8,2,19,9,15,0,0,0,0,0
197,340461476,1000,997,19379.9,1286.56,4105,95,854,1860,972,245,27,8,2,19,9,14,0,0,0,0,0
198,340461476,1000,997,19924.8,1238.33,4096,98,853,1838,977,249,27,8,2,22,9,13,0,0,0,0,0
199,340461476,1000,996,17011.6,1270.74,4050,99,844,1816,968,241,27,8,2,24,9,12,0,0,0,0,0
200,340461476,1000,996,20753.4,1239.22,4037,103,844,1800,967,241,28,9,2,23,9,11,0,0,0,0,0
201,340461476,1000,996,17042.5,1273.71,4031,102,844,1789,976,236,28,9,2,25,9,11,0,0,0,0,0
202,340461476,1000,997,20731.8,1288.77,4003,104,838,1768,973,234,28,10,2,25,9,12,0,0,0,0,0
203,340461476,1000,997,18577.3,1317.5,3985,106,830,1758,970,233,29,10,2,26,9,12,0,0,0,0,0
204,340461476,1000,997,19054.8,1368.43,3985,107,832,1767,958,233,29,10,2,26,9,12,0,0,0,0,0
205,340461476,1000,997,19740,1373.64,3969,111,827,1753,959,228,30,11,2,27,9,12,0,0,0,0,0
206,340461476,1000,997,17831.1,1407.15,3951,113,816,1750,944,233,31,11,2,30,9,12,0,0,0,0,0
207,340461476,1000,996,20266.4,1396.86,3951,115,812,1757,938,231,31,12,2,32,9,11,0,0,1,0,0
208,340461476,1000,996,18053,1369.34,3923,116,800,1737,940,226,32,15,3,33,9,11,0,0,1,0,0
209,340461476,1000,997,19719.5,1371.9,3971,122,801,1762,949,228,33,15,3,36,10,11,0,0,1,0,0
210,340461476,1000,997,19570.3,1298.17,3992,127,803,1763,953,229,36,15,3,39,10,13,0,0,1,0,0
211,340461476,1000,995,18549.4,1342.62,3984,127,793,1768,947,229,38,15,3,38,10,15,0,0,1,0,0
212,340461476,1000,995,20537.2,1271.95,4017,129,794,1781,958,232,38,15,3,41,10,15,0,0,1,0,0
213,340461476,1000,994,17839.4,1317.2,4037,131,796,1780,964,239,38,16,3,41,11,17,0,0,1,0,0
214,340461476,1000,995,19287.4,1291.58,4032,134,793,1773,959,241,38,17,3,42,11,20,0,0,1,0,0
215,340461476,1000,995,17443.5,1286.9,4085,142,804,1789,968,246,38,17,3,43,13,21,0,0,1,0,0
216,340461476,1000,995,17988.5,1303.57,4099,145,810,1794,968,243,38,19,3,44,13,21,0,0,1,0,0
217,340461476,1000,995,16471.4,1264.39,4092,146,809,1797,952,248,39,20,3,43,13,21,0,0,1,0,0
218,340461476,1000,995,17614.5,1300.15,4127,150,816,1800,961,253,39,21,3,45,15,23,0,0,1,0,0
219,340461476,1000,997,15902.5,1267.03,4123,152,816,1802,954,251,39,22,3,44,16,23,0,0,1,0,0
220,340461476,1000,998,16861.5,1285.16,4144,156,815,1817,952,252,39,24,3,45,16,24,0,0,1,0,0
221,340461476,1000,998,15443.9,1293.14,4182,160,815,1837,959,258,40,24,3,44,16,25,0,0,1,0,0
222,340461476,1000,998,15251.1,1271.24,4204,167,815,1846,965,256,41,24,3,45,16,25,0,0,1,0,0
223,340461476,1000,998,14966.7,1309.73,4203,165,807,1851,962,258,45,25,3,45,16,25,0,0,1,0,0
224,340461476,1000,998,13985.9,1269.18,4206,168,806,1859,958,256,45,25,3,45,16,24,0,0,1,0,0
225,340461476,1000,998,15194.7,1283.62,4224,167,804,1872,965,254,45,26,3,47,16,24,0,0,1,0,0
226,340461476,1000,998,14188.1,1249.72,4227,169,807,1868,966,252,46,26,3,49,16,24,0,0,1,0,0
227,340461476,1000,998,15162.1,1244.09,4258,173,816,1879,972,250,48,26,4,49,16,24,0,0,1,0,0
228,340461476,1000,998,15914.3,1202.74,4284,176,821,1885,982,246,51,26,4,53,16,23,0,0,1,0,0
229,340461476,1000,999,15276.6,1205.03,4279,178,823,1875,984,246,51,25,4,53,16,23,0,0,1,0,0
230,340461476,1000,999,17327.9,1162.54,4277,184,821,1864,983,248,52,25,4,56,16,23,0,0,1,0,0
231,340461476,1000,999,15804,1160.68,4326,186,828,1881,1000,251,52,25,4,58,17,23,0,0,1,0,0
232,340461476,1000,999,16831.9,1125.57,4311,187,820,1876,997,251,52,25,4,58,17,23,0,0,1,0,0
233,340461476,1000,999,15921.8,1100.18,4314,187,820,1884,993,250,52,25,4,58,17,23,0,0,1,0,0
234,340461476,1000,998,15564.1,1078.86,4345,186,831,1898,996,253,53,25,4,58,17,23,0,0,1,0,0
235,340461476,1000,998,15333.4,1037.61,4370,193,828,1913,1001,251,56,25,4,58,17,23,0,0,1,0,0
236,340461476,1000,998,14772.9,1039.41,4349,192,821,1906,994,250,58,25,4,58,17,23,0,0,1,0,0
237,340461476,1000,997,14730.6,1011.19,4344,194,815,1901,993,250,58,29,4,58,18,23,0,0,1,0,0
238,340461476,1000,997,13936.1,1012.75,4366,200,818,1911,994,252,59,27,5,58,18,23,0,0,1,0,0
239,340461476,1000,997,14245.1,1029.09,4330,201,811,1895,985,249,58,27,5,58,18,22,0,0,1,0,0
240,340461476,1000,997,13181.2,1018.73,4321,199,812,1891,986,246,57,27,5,58,17,22,0,0,1,0,0
241,340461476,1000,997,14066.1,1062.36,4320,204,807,1895,980,244,59,27,5,60,17,21,0,0,1,0,0
242,340461476,1000,997,12723.1,1052.54,4315,203,800,1889,988,244,59,26,6,60,18,21,0,0,1,0,0
243,340461476,1000,996,13226,1075.31,4286,207,800,1869,980,240,59,26,6,60,17,21,0,0,1,0,0
244,340461476,1000,996,11622.7,1070.75,4283,209,793,1872,981,240,59,26,6,59,17,20,0,0,1,0,0
245,340461476,1000,997,11190.7,1062.78,4298,212,789,1871,987,245,60,28,8,59,18,20,0,0,1,0,0
246,340461476,1000,997,10058.5,1054.78,4250,213,770,1857,974,243,60,27,8,60,17,20,0,0,1,0,0
