Year,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness
1961,1,Vaccinated,2373,5686.63,M,0,0
1961,1,Vaccinated,6761,6657.19,M,0,0
1961,1,Vaccinated,7905,4930.23,F,0,0
1961,1,Vaccinated,8328,3687.93,F,0,0
1961,1,Vaccinated,8601,4930.8,M,0,0
1961,1,Vaccinated,9594,6392.99,F,0,0
1961,1,Vaccinated,10913,6617.49,M,0,0
1961,1,Vaccinated,1867,15291.1,M,0,0
1961,1,Vaccinated,5517,16561.4,F,0,0
1961,1,Vaccinated,7750,15796.7,F,0,0
1961,1,Vaccinated,10095,16416,M,0,0
1961,1,Vaccinated,533,5965.08,F,0,0
1961,1,Vaccinated,870,6291.19,M,0,0
1961,1,Vaccinated,4751,4316.24,M,0,0
1961,1,Vaccinated,4771,3775.05,F,0,0
1961,1,Vaccinated,5163,6103.87,F,0,0
1961,1,Vaccinated,5632,5571.72,M,0,0
1961,1,Vaccinated,12873,5997.33,M,1,0
1961,1,Vaccinated,4082,15375.3,M,0,0
1961,1,Vaccinated,7204,14880.4,F,0,0
1961,1,Vaccinated,7799,15751.7,M,0,0
1961,1,Vaccinated,9924,17169.5,F,0,0
1961.01,1,Vaccinated,1086,5117.17,M,0,0
1961.01,1,Vaccinated,1252,5501.12,M,0,0
1961.01,1,Vaccinated,1451,3670.01,F,0,0
1961.01,1,Vaccinated,2972,6046.09,M,0,0
1961.01,1,Vaccinated,4563,5548.94,F,0,0
1961.01,1,Vaccinated,4793,6215.23,M,0,0
1961.01,1,Vaccinated,11050,4895.29,M,0,0
1961.01,1,Vaccinated,5152,15067.1,M,0,0
1961.01,1,Vaccinated,10483,15596.8,M,0,0
1961.01,1,Vaccinated,16082,15884.9,M,0,0
1961.01,1,Vaccinated,17394,14755.5,F,0,0
1961.01,1,Vaccinated,3664,4441.51,M,0,0
1961.01,1,Vaccinated,3898,4811,M,0,0
1961.01,1,Vaccinated,6763,3712.88,F,0,0
1961.01,1,Vaccinated,7178,4142.54,F,0,0
1961.01,1,Vaccinated,9160,3878.47,F,0,0
1961.01,1,Vaccinated,11869,6916.8,F,0,0
1961.01,1,Vaccinated,15176,4174.88,M,0,0
1961.01,1,Vaccinated,11598,17632.9,M,0,0
1961.01,1,Vaccinated,13087,16939.1,F,0,0
1961.01,1,Vaccinated,14336,16093.8,F,0,0
1961.01,1,Vaccinated,17075,17135,M,0,0
1961.01,1,Vaccinated,3711,5550.79,F,0,0
1961.01,1,Vaccinated,4622,5957.61,F,0,0
1961.01,1,Vaccinated,5945,4024.54,M,1,0
1961.01,1,Vaccinated,7726,6911.75,M,0,0
1961.01,1,Vaccinated,9943,6435.56,F,0,0
1961.01,1,Vaccinated,13543,4498.96,M,1,0
1961.01,1,Vaccinated,14479,6170.47,F,0,0
1961.01,1,Vaccinated,3049,15029.7,F,0,0
1961.01,1,Vaccinated,10352,16119.6,M,0,0
1961.01,1,Vaccinated,12314,16029.4,F,0,0
1961.01,1,Vaccinated,15959,16233.5,F,0,0
1961.01,1,Vaccinated,4696,6625.96,M,0,0
1961.01,1,Vaccinated,8105,4209.35,M,0,0
1961.01,1,Vaccinated,8974,6381.18,M,0,0
1961.01,1,Vaccinated,11283,5696.19,F,0,0
1961.01,1,Vaccinated,11330,6599.5,F,0,0
1961.01,1,Vaccinated,12547,3654.25,F,0,0
1961.01,1,Vaccinated,16833,5786.42,F,0,0
1961.01,1,Vaccinated,157,16146.8,M,0,0
1961.01,1,Vaccinated,414,15698.8,F,0,0
1961.01,1,Vaccinated,14058,15929.2,M,0,0
1961.01,1,Vaccinated,17319,15561.1,M,0,0
1961.02,1,Vaccinated,3150,4096.67,F,0,0
1961.02,1,Vaccinated,3195,5481.22,F,0,0
1961.02,1,Vaccinated,3656,4495.63,F,0,0
1961.02,1,Vaccinated,4103,5949.49,F,0,0
1961.02,1,Vaccinated,7373,6314.96,F,0,0
1961.02,1,Vaccinated,16881,4870.81,M,0,0
1961.02,1,Vaccinated,16972,3692.25,F,0,0
1961.02,1,Vaccinated,4590,14738.1,F,0,0
1961.02,1,Vaccinated,5645,16925.5,M,1,0
1961.02,1,Vaccinated,14212,14789.4,F,0,0
1961.02,1,Vaccinated,16371,16308.2,M,0,0
1961.02,1,Vaccinated,5690,6315.89,F,0,0
1961.02,1,Vaccinated,5816,6256.79,F,0,0
1961.02,1,Vaccinated,7028,6927.87,F,0,0
1961.02,1,Vaccinated,8574,4884.97,F,0,0
1961.02,1,Vaccinated,10318,5038.69,M,0,0
1961.02,1,Vaccinated,12238,5735.82,F,0,0
1961.02,1,Vaccinated,15004,5175.22,F,0,0
1961.02,1,Vaccinated,3116,16534.4,M,1,0
1961.02,1,Vaccinated,8668,15320.5,F,0,0
1961.02,1,Vaccinated,8875,16132.3,F,0,0
1961.02,1,Vaccinated,12872,16834.7,F,0,0
1961.02,1,Vaccinated,254,5199.26,M,0,0
1961.02,1,Vaccinated,6750,6688.57,F,0,0
1961.02,1,Vaccinated,11105,6582.12,M,0,0
1961.02,1,Vaccinated,11109,6296.57,F,0,0
1961.02,1,Vaccinated,13293,6285.13,M,0,0
1961.02,1,Vaccinated,16263,4086.53,F,0,0
1961.02,1,Vaccinated,16725,3715.54,F,0,0
1961.02,1,Vaccinated,2799,15306.8,M,0,0
1961.02,1,Vaccinated,10810,17063.5,M,0,0
1961.02,1,Vaccinated,10851,15590.1,F,0,0
1961.02,1,Vaccinated,13803,17733.4,M,0,0
1961.02,1,Vaccinated,1239,4580.55,M,0,0
1961.02,1,Vaccinated,5005,4021.44,M,0,0
1961.02,1,Vaccinated,9189,4130.76,F,0,0
1961.02,1,Vaccinated,11673,5103.16,M,0,0
1961.02,1,Vaccinated,12598,3884.37,M,1,0
1961.02,1,Vaccinated,13633,5125.03,F,0,0
1961.02,1,Vaccinated,14759,4069.15,F,0,0
1961.02,1,Vaccinated,4986,16225.9,M,0,0
1961.02,1,Vaccinated,10160,14635.3,F,0,0
1961.02,1,Vaccinated,10525,14794.3,M,1,0
1961.02,1,Vaccinated,13095,16178,F,0,0
1961.03,1,Vaccinated,2716,4083.11,F,0,0
1961.03,1,Vaccinated,2739,4927.44,M,0,0
1961.03,1,Vaccinated,6555,3730.59,M,1,0
1961.03,1,Vaccinated,7897,5584.42,F,0,0
