Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,0,524.07,1,1,1,242,0,0,30.7603,1,0,1,0,0,1,1,0,0,0,0,10317,0,1,22.8901,1,0,1,0,0,1,1,8,0,0,0
2,0,908.423,1,1,1,2547,0,0,28.1939,1,0,1,0,0,1,1,8,0,0,0,1797,0,1,21.8337,1,0,1,0,0,1,1,12,0,0,0
3,0,967.919,1,1,1,5607,0,0,31.5123,1,0,1,0,0,1,1,8,0,0,0,16219,0,1,22.7669,1,0,1,0,0,1,1,8,0,0,0
4,0,660.614,1,1,1,6964,0,0,44.5297,1,0,1,0,0,1,1,12,0,0,0,2674,0,1,35.7691,1,0,1,0,0,1,1,8,0,0,0
5,0,128.305,3,1,1,1253,0,0,35.0059,1,0,0,0,1,1,1,0,0,0,0,8757,0,1,53.0996,1,0,0,0,1,1,1,0,0,0,0
6,0,273.851,3,1,1,4111,0,0,39.5686,1,0,0,0,1,1,1,0,0,0,0,7545,0,1,27.4848,1,0,0,0,1,1,1,8,0,0,0
7,0,186.367,3,1,1,6607,0,0,40.3561,1,0,0,0,1,1,1,0,0,0,0,5396,0,1,14.4994,1,0,0,0,1,1,1,12,0,0,0
8,0,452.02,3,1,1,8251,0,0,57.8484,1,0,0,0,1,1,1,12,0,0,0,3221,0,1,36.8364,1,0,0,0,1,1,1,12,0,0,0
9,0,601.753,3,1,1,11417,0,0,30.4897,1,0,0,0,1,1,1,12,0,0,0,6336,0,1,14.9226,1,0,0,0,1,1,1,0,0,0,0
10,0,182.288,3,1,1,13772,0,0,46.7177,1,0,0,0,1,1,1,0,0,0,0,15379,0,1,30.0407,1,0,0,0,1,1,1,8,0,0,0
