Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
33,3,7,61.7106,62,0,165,304,36.7994,21.3105,BROKEUP
55,2,34,109.183,110,0,262,130,17.1071,16.9304,BROKEUP
23,3,4,141.613,142,0,345,221,19.4546,16.8685,BROKEUP
3,3,0,148.773,149,0,24,264,16.0361,17.3704,BROKEUP
66,3,109,155.128,156,0,165,90,36.7994,24.4969,BROKEUP
6,1,0,177.992,178,0,311,119,26.611,20.2232,BROKEUP
2,2,0,194.568,195,1,309,321,21.9288,22.3343,BROKEUP
26,4,5,202.565,203,0,133,89,25.7374,14.8802,BROKEUP
41,3,15,253.929,254,0,157,313,32.3121,33.0553,BROKEUP
42,3,15,267.292,268,0,17,274,26.2702,22.9194,BROKEUP
36,1,10,300.856,301,0,141,248,25.7552,18.4143,BROKEUP
25,2,4,312.055,313,1,6,26,44.5305,35.9093,BROKEUP
22,1,4,312.845,313,0,237,61,28.3335,25.736,BROKEUP
21,1,3,325.498,326,1,29,50,25.8191,21.3248,BROKEUP
9,1,0,347.236,348,0,10,298,25.0539,16.7379,BROKEUP
37,1,10,356.246,357,2,229,269,46.0743,42.2461,BROKEUP
19,2,3,357.017,358,0,275,111,19.6156,18.9678,BROKEUP
12,3,1,364.265,365,1,219,71,29.9927,27.4961,BROKEUP
62,1,94,374.921,375,1,99,128,33.4284,26.6509,BROKEUP
11,2,1,386.449,387,0,104,44,30.8698,22.8591,BROKEUP
75,3,179,407.014,408,0,345,264,19.4546,17.3704,BROKEUP
10,1,0,413.694,414,0,138,306,19.0094,18.3938,BROKEUP
61,2,93,425.963,426,0,222,304,20.2736,21.3105,BROKEUP
74,3,171,431.196,432,1,249,211,35.0369,34.0306,BROKEUP
27,3,5,442.939,443,0,169,285,24.4999,19.1816,BROKEUP
17,1,2,448.923,449,0,175,27,15.8297,16.5632,BROKEUP
43,3,15,458.229,459,1,316,97,24.4886,19.7556,BROKEUP
38,3,11,476.25,477,0,272,168,26.1728,22.3368,BROKEUP
20,2,3,478.419,479,0,195,31,20.1362,22.3874,BROKEUP
44,1,15,480.681,481,0,270,122,29.3888,31.9723,BROKEUP
91,1,417,490.53,491,0,46,306,16.6303,18.3938,BROKEUP
29,2,5,501.531,502,1,139,151,38.1601,29.997,BROKEUP
100,1,519,534.083,535,0,175,306,15.8297,18.3938,BROKEUP
69,1,122,538.853,539,0,114,130,22.2828,16.9304,BROKEUP
15,2,2,540.215,541,1,289,189,23.2302,29.4888,BROKEUP
5,1,0,573.172,574,1,140,340,24.2522,17.7092,BROKEUP
97,3,464,585.258,586,1,169,304,24.4999,21.3105,BROKEUP
101,1,533,607.468,608,0,46,111,16.6303,18.9678,BROKEUP
109,3,592,619.28,620,0,69,128,41.9766,26.6509,BROKEUP
103,2,554,635.388,636,1,309,306,21.9288,18.3938,BROKEUP
73,2,151,642.466,643,1,256,221,19.6165,16.8685,BROKEUP
35,1,8,654.884,655,1,58,239,28.9237,24.0742,BROKEUP
94,1,444,669.285,670,0,222,50,20.2736,21.3248,BROKEUP
45,2,16,690.775,691,1,70,40,36.8362,26.5128,BROKEUP
34,2,7,696.072,697,1,312,47,23.3994,23.446,BROKEUP
4,2,0,739.319,740,0,204,208,19.0278,19.975,BROKEUP
114,4,649,741.43,742,0,175,111,15.8297,18.9678,BROKEUP
92,1,429,744.507,745,0,345,264,19.4546,17.3704,BROKEUP
88,2,350,747.57,748,0,34,298,16.3967,16.7379,BROKEUP
64,2,104,766.221,767,2,327,336,55.6602,52.323,BROKEUP
106,3,574,795.78,796,0,195,340,20.1362,17.7092,BROKEUP
85,2,325,796.376,797,1,237,90,28.3335,24.4969,BROKEUP
14,1,1,835.949,836,0,202,118,37.1491,31.2524,BROKEUP
95,2,445,843.828,844,1,275,285,19.6156,19.1816,BROKEUP
120,2,706,848.517,849,0,312,47,23.3994,23.446,BROKEUP
122,2,758,852.287,853,0,138,264,19.0094,17.3704,BROKEUP
52,1,26,863.346,864,1,96,292,36.9842,31.5803,BROKEUP
31,2,6,874.447,875,1,13,117,26.4591,25.0349,BROKEUP
86,1,338,877.37,878,1,29,274,25.8191,22.9194,BROKEUP
128,1,869,930.202,931,0,345,285,19.4546,19.1816,BROKEUP
77,2,205,958.725,959,1,133,129,25.7374,23.857,BROKEUP
105,1,567,982.854,983,0,272,168,26.1728,22.3368,BROKEUP
87,1,347,1007.52,1008,0,24,248,16.0361,18.4143,BROKEUP
102,2,553,1032.02,1033,1,165,122,36.7994,31.9723,BROKEUP
110,2,592,1057.37,1058,1,289,31,23.2302,22.3874,BROKEUP
98,2,481,1059.1,1060,0,316,27,24.4886,16.5632,BROKEUP
107,3,581,1072.73,1073,0,37,151,35.5539,29.997,BROKEUP
82,3,289,1080.94,1081,1,262,89,17.1071,14.8802,BROKEUP
47,1,16,1100.09,1101,2,301,213,50.3618,47.2605,BROKEUP
96,1,449,1102.2,1103,0,10,162,25.0539,22.5459,BROKEUP
84,2,314,1131.03,1132,0,141,119,25.7552,20.2232,BROKEUP
1,2,0,1161.61,1162,1,161,9,27.5635,22.281,BROKEUP
127,4,856,1167.83,1168,1,312,298,23.3994,16.7379,BROKEUP
53,2,31,1185.54,1186,1,238,288,18.8544,18.1213,BROKEUP
147,4,1170,1192.7,1193,0,141,298,25.7552,16.7379,BROKEUP
138,2,1074,1227.83,1228,0,96,151,36.9842,29.997,BROKEUP
142,1,1111,1243.35,1244,1,10,168,25.0539,22.3368,BROKEUP
130,3,882,1257.26,1258,0,204,264,19.0278,17.3704,BROKEUP
108,1,592,1267.06,1268,1,140,130,24.2522,16.9304,BROKEUP
146,3,1148,1290.1,1291,0,272,274,26.1728,22.9194,BROKEUP
140,3,1100,1342.44,1343,0,37,122,35.5539,31.9723,BROKEUP
139,1,1090,1343.34,1344,0,13,248,26.4591,18.4143,BROKEUP
89,1,404,1355.95,1356,1,99,44,33.4284,22.8591,BROKEUP
115,1,650,1363.38,1364,1,169,221,24.4999,16.8685,BROKEUP
123,2,759,1379.8,1380,0,222,304,20.2736,21.3105,BROKEUP
124,1,770,1386.34,1387,0,34,208,16.3967,19.975,BROKEUP
117,1,658,1388.13,1389,1,311,61,26.611,25.736,BROKEUP
137,3,1065,1396.22,1397,1,219,71,29.9927,27.4961,BROKEUP
153,2,1249,1407,1407,0,275,27,19.6156,16.5632,BROKEUP
152,3,1246,1409.31,1410,0,138,288,19.0094,18.1213,BROKEUP
60,1,64,1464.17,1465,1,176,315,25.2673,18.9436,BROKEUP
121,3,750,1469.47,1470,0,256,111,19.6165,18.9678,BROKEUP
161,3,1405,1493.34,1494,0,345,298,19.4546,16.7379,BROKEUP
113,2,646,1501.13,1502,1,309,306,21.9288,18.3938,BROKEUP
125,3,802,1536.73,1537,1,104,90,30.8698,24.4969,BROKEUP
156,2,1375,1541.08,1542,0,169,130,24.4999,16.9304,BROKEUP
162,1,1414,1599.1,1600,0,138,71,19.0094,27.4961,BROKEUP
126,1,851,1611.34,1612,1,157,47,32.3121,23.446,BROKEUP
160,3,1396,1620.26,1621,0,222,44,20.2736,22.8591,BROKEUP
141,3,1110,1641.94,1642,1,270,162,29.3888,22.5459,BROKEUP
132,2,895,1644.57,1645,1,29,40,25.8191,26.5128,BROKEUP
151,2,1244,1669.49,1670,1,10,31,25.0539,22.3874,BROKEUP
166,3,1453,1682.81,1683,0,140,304,24.2522,21.3105,BROKEUP
157,3,1378,1692.2,1693,0,272,168,26.1728,22.3368,BROKEUP
104,1,565,1694.7,1695,1,114,97,22.2828,19.7556,BROKEUP
164,1,1440,1709.41,1710,1,275,221,19.6156,16.8685,BROKEUP
83,1,289,1729.55,1730,1,17,321,26.2702,22.3343,BROKEUP
51,1,23,1751.06,1752,1,255,155,33.6797,29.2941,BROKEUP
144,1,1115,1769.43,1770,0,175,285,15.8297,19.1816,BROKEUP
174,2,1592,1782.06,1783,1,176,90,25.2673,24.4969,BROKEUP
149,1,1194,1787.8,1788,0,161,119,27.5635,20.2232,BROKEUP
133,2,895,1813.56,1814,1,195,340,20.1362,17.7092,BROKEUP
150,2,1198,1818.44,1819,0,312,129,23.3994,23.857,BROKEUP
159,1,1393,1856.99,1857,1,262,208,17.1071,19.975,BROKEUP
154,1,1323,1863.4,1864,0,24,264,16.0361,17.3704,BROKEUP
179,1,1691,1889.8,1890,0,138,304,19.0094,21.3105,BROKEUP
143,2,1113,1907.14,1908,1,284,263,42.7746,33.7794,BROKEUP
178,1,1690,1918.82,1919,1,29,31,25.8191,22.3874,BROKEUP
188,1,1872,1940.91,1941,0,175,208,15.8297,19.975,BROKEUP
173,2,1533,1953.04,1954,0,309,288,21.9288,18.1213,BROKEUP
119,2,694,1959.5,1960,1,58,239,28.9237,24.0742,BROKEUP
181,1,1705,1962.36,1963,1,272,97,26.1728,19.7556,BROKEUP
80,2,237,1964.93,1965,2,251,45,30.8256,29.1157,BROKEUP
189,2,1895,1973.92,1974,0,275,264,19.6156,17.3704,BROKEUP
182,2,1712,1995.38,1996,1,10,189,25.0539,29.4888,BROKEUP
155,2,1359,2026.26,2027,1,238,248,18.8544,18.4143,BROKEUP
187,2,1824,2044.54,2045,0,140,340,24.2522,17.7092,BROKEUP
148,1,1188,2048.94,2049,1,289,9,23.2302,22.281,BROKEUP
180,1,1695,2073.39,2074,1,37,168,35.5539,22.3368,BROKEUP
193,1,1965,2083.76,2084,0,114,31,22.2828,22.3874,BROKEUP
118,1,679,2089.56,2090,1,46,50,16.6303,21.3248,BROKEUP
172,2,1529,2090.29,2091,0,345,315,19.4546,18.9436,BROKEUP
196,2,1992,2095.46,2096,1,309,288,21.9288,18.1213,BROKEUP
171,1,1515,2108.9,2109,0,311,306,26.611,18.3938,BROKEUP
177,3,1682,2133.76,2134,1,141,162,25.7552,22.5459,BROKEUP
169,3,1492,2164.58,2165,1,34,111,16.3967,18.9678,BROKEUP
167,2,1454,2176.42,2177,1,204,27,19.0278,16.5632,BROKEUP
170,3,1500,2183.52,2184,0,256,298,19.6165,16.7379,BROKEUP
211,1,2180,2184.48,2185,0,140,248,24.2522,18.4143,BROKEUP
175,2,1627,2193.2,2194,1,169,130,24.4999,16.9304,BROKEUP
212,2,2182,2212.63,2213,0,345,162,19.4546,22.5459,BROKEUP
185,4,1782,2220.73,2221,1,222,285,20.2736,19.1816,BROKEUP
184,1,1744,2262.36,2263,1,219,221,29.9927,16.8685,BROKEUP
203,4,2093,2293.59,2294,0,175,315,15.8297,18.9436,BROKEUP
205,1,2104,2299.34,2300,1,10,288,25.0539,18.1213,BROKEUP
218,1,2239,2301.84,2302,0,140,162,24.2522,22.5459,BROKEUP
191,3,1901,2324.79,2325,1,176,321,25.2673,22.3343,BROKEUP
190,2,1899,2325.1,2326,1,17,90,26.2702,24.4969,BROKEUP
176,2,1637,2326.48,2327,1,133,47,25.7374,23.446,BROKEUP
207,1,2130,2430.83,2431,1,46,306,16.6303,18.3938,BROKEUP
39,2,11,2452.78,2453,2,78,146,55.8973,50.5656,BROKEUP
197,2,2001,2473.56,2474,1,262,97,17.1071,19.7556,BROKEUP
226,3,2451,2474.42,2475,0,37,189,35.5539,29.4888,BROKEUP
145,3,1147,2478.15,2479,1,316,89,24.4886,14.8802,BROKEUP
183,1,1715,2505.35,2506,1,270,44,29.3888,22.8591,BROKEUP
202,4,2075,2507.28,2508,0,289,168,23.2302,22.3368,BROKEUP
204,3,2098,2507.17,2508,1,55,122,41.0411,31.9723,BROKEUP
194,1,1968,2511.53,2512,0,195,304,20.1362,21.3105,BROKEUP
198,3,2009,2512.59,2513,1,275,208,19.6156,19.975,BROKEUP
222,3,2348,2512.36,2513,0,29,321,25.8191,22.3343,BROKEUP
208,1,2149,2534.76,2535,1,157,263,32.3121,33.7794,BROKEUP
215,1,2193,2543.45,2544,1,309,298,21.9288,16.7379,BROKEUP
220,3,2332,2565.53,2566,0,345,221,19.4546,16.8685,BROKEUP
206,1,2107,2583.9,2584,0,272,50,26.1728,21.3248,BROKEUP
192,3,1930,2622.67,2623,1,161,129,27.5635,23.857,BROKEUP
71,2,144,2639.71,2640,2,227,132,28.9267,26.7182,BROKEUP
165,2,1441,2648.55,2649,1,96,118,36.9842,31.2524,BROKEUP
216,1,2194,2650.59,2651,1,138,248,19.0094,18.4143,BROKEUP
243,2,2656,2660.47,2661,0,227,90,28.9267,24.4969,BROKEUP
199,1,2030,2673.77,2674,0,238,264,18.8544,17.3704,BROKEUP
225,1,2448,2678.26,2679,0,255,71,33.6797,27.4961,BROKEUP
200,1,2045,2683.01,2684,1,251,340,30.8256,17.7092,BROKEUP
228,2,2480,2705.06,2706,0,169,89,24.4999,14.8802,BROKEUP
232,1,2522,2715.05,2716,1,195,208,20.1362,19.975,BROKEUP
238,1,2585,2769.03,2770,0,262,50,17.1071,21.3248,BROKEUP
227,3,2474,2777.52,2778,0,140,306,24.2522,18.3938,BROKEUP
210,2,2169,2783.3,2784,1,104,45,30.8698,29.1157,BROKEUP
186,2,1814,2810.97,2811,1,70,119,36.8362,20.2232,BROKEUP
237,4,2570,2812.39,2813,0,275,298,19.6156,16.7379,BROKEUP
229,1,2510,2829.31,2830,0,316,97,24.4886,19.7556,BROKEUP
249,1,2739,2851.23,2852,1,345,340,19.4546,17.7092,BROKEUP
254,4,2826,2860.08,2861,1,275,298,19.6156,16.7379,BROKEUP
236,2,2548,2883.4,2884,1,270,61,29.3888,25.736,BROKEUP
255,2,2849,2883.69,2884,0,46,306,16.6303,18.3938,BROKEUP
213,1,2184,2883.5,2884,1,204,111,19.0278,18.9678,BROKEUP
195,2,1971,2898.81,2899,0,312,239,23.3994,24.0742,BROKEUP
247,1,2691,2937.67,2938,1,238,248,18.8544,18.4143,BROKEUP
56,2,40,2944.49,2945,2,108,159,26.747,29.809,BROKEUP
256,2,2854,2957.54,2958,1,104,155,30.8698,29.2941,BROKEUP
99,3,485,2995.94,2996,2,310,137,66.1585,72.7589,BROKEUP
158,3,1380,2999.96,3000,1,13,274,26.4591,22.9194,BROKEUP
201,3,2059,3001.31,3002,1,249,9,35.0369,22.281,BROKEUP
248,1,2738,3004.64,3005,0,169,89,24.4999,14.8802,BROKEUP
257,1,2888,3016.52,3017,0,138,306,19.0094,18.3938,BROKEUP
