Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,29,278.457,0,1,1,3450,0,0,36.3888,1,1,0,0,0,1,1,0,0,0,0,2477,0,1,25.2436,1,1,0,0,0,1,1,0,0,0,0
2,29,187.786,0,1,1,13146,1,0,23.548,1,1,0,0,0,1,1,0,0,0,0,8323,1,1,21.6291,1,1,0,0,0,1,1,0,0,0,0
3,29,150.286,0,1,1,15538,1,0,18.8509,1,1,0,0,0,1,1,0,0,0,0,7959,1,1,16.4858,1,1,0,0,0,1,1,0,0,0,0
4,29,859.607,0,1,1,4514,0,0,30.1107,1,1,0,0,0,1,1,0,0,0,0,8174,0,1,26.9574,1,1,0,0,0,1,1,0,0,0,0
5,29,1096.24,0,1,1,5128,0,0,28.233,1,1,0,0,0,1,1,0,0,0,0,8609,0,1,22.6667,1,1,0,0,0,1,1,0,0,0,0
6,29,487.115,0,1,1,5735,0,0,47.3493,1,1,0,0,0,1,1,0,0,0,0,3938,0,1,28.0622,1,1,0,0,0,1,1,0,0,0,0
7,29,271.982,0,1,1,6256,1,0,35.8258,1,1,0,0,0,1,1,0,0,0,0,16311,1,1,31.7082,1,1,0,0,0,1,1,0,0,0,0
8,29,188.536,0,1,1,8763,0,0,23.6551,1,1,0,0,0,1,1,0,0,0,0,7586,0,1,23.8944,1,1,0,0,0,1,1,0,0,0,0
9,29,62.1954,0,1,1,9242,0,0,20.3633,1,1,0,0,0,1,1,0,0,0,0,9815,0,1,16.8108,1,1,0,0,0,1,1,0,0,0,0
10,29,207.493,0,1,1,12361,0,0,16.667,1,1,0,0,0,1,1,0,0,0,0,9949,0,1,16.2144,1,1,0,0,0,1,1,0,0,0,0
11,29,776.493,0,1,1,12706,0,0,23.1972,1,1,0,0,0,1,1,0,0,0,0,3380,0,1,24.2407,1,1,0,0,0,1,1,0,0,0,0
