Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
19,3,0,65.1332,0,0,300,456,46.338,40.6181,SELF_MIGRATING
55,1,0,241.65,0,0,122,46,24.3551,21.3275,PARTNER_MIGRATING
56,1,0,293.358,0,0,122,746,24.3551,16.4484,PARTNER_MIGRATING
2,4,0,440.848,1,0,221,553,33.3923,26.0517,PARTNER_MIGRATING
51,2,0,13562.9,1,2,1063,1255,57.735,56.3837,SELF_MIGRATING
197,1,2,90.9065,2,0,554,1330,30.8338,29.7989,SELF_MIGRATING
136,1,1,297.407,2,0,1234,150,30.1867,22.5541,SELF_MIGRATING
142,1,1,852.045,2,1,1234,98,30.1867,29.7628,SELF_MIGRATING
140,1,1,257.717,2,0,1322,854,35.0867,34.9977,SELF_MIGRATING
170,3,2,6360.07,3,2,1036,1364,46.2821,29.0172,SELF_MIGRATING
179,2,2,33.5547,3,0,1279,419,20.372,22.0795,SELF_MIGRATING
240,2,3,339.392,3,0,1279,331,20.372,14.7669,SELF_MIGRATING
194,1,2,627.827,3,0,170,542,42.9472,26.673,PARTNER_MIGRATING
264,1,3,741.145,3,1,170,30,42.9472,30.2897,PARTNER_MIGRATING
83,4,1,1415.09,4,1,1277,405,24.1079,22.3017,PARTNER_MIGRATING
279,4,4,565.795,4,1,1181,925,27.7102,22.7607,SELF_MIGRATING
159,4,2,5844.24,4,2,101,1377,33.1429,24.9588,PARTNER_MIGRATING
30,3,0,839.266,4,1,1132,500,23.2155,28.4338,SELF_MIGRATING
31,3,0,276.05,4,1,1180,500,25.7089,28.4338,SELF_MIGRATING
289,3,4,1024.98,4,1,452,1076,24.3372,17.8853,PARTNER_MIGRATING
175,2,2,245.65,4,0,851,191,25.7059,16.1252,SELF_MIGRATING
317,1,4,6475.29,4,2,606,26,41.3171,35.923,PARTNER_MIGRATING
1,4,0,16.4205,5,0,177,337,24.7081,21.8987,SELF_MIGRATING
54,1,0,287.717,5,0,106,58,30.1769,27.7477,SELF_MIGRATING
209,1,2,8337.61,5,2,1130,578,56.3261,44.171,PARTNER_MIGRATING
60,1,0,355.852,5,0,846,614,30.1349,17.8754,SELF_MIGRATING
286,3,4,122.81,6,0,968,780,33.1548,36.1619,SELF_MIGRATING
177,2,2,147.985,6,0,1119,755,18.45,16.2361,SELF_MIGRATING
183,2,2,454.018,6,1,1295,755,17.194,16.2361,SELF_MIGRATING
53,1,0,135.073,6,0,10,874,25.0731,26.0052,SELF_MIGRATING
253,1,3,901.33,6,0,42,326,16.6495,16.2753,SELF_MIGRATING
262,1,3,731.862,6,1,1094,566,40.5695,33.7986,SELF_MIGRATING
309,1,4,493.959,6,0,1200,566,35.7421,33.7986,SELF_MIGRATING
145,1,1,261.196,6,1,482,798,15.8489,22.3559,SELF_MIGRATING
267,1,3,1072.05,6,1,426,1316,27.4095,18.5495,PARTNER_MIGRATING
310,1,4,538.883,6,1,426,276,27.4095,28.8295,PARTNER_MIGRATING
284,3,4,50.0728,7,0,128,448,25.4968,31.3539,SELF_MIGRATING
376,3,7,816.953,7,0,10,1268,25.0758,24.7093,SELF_MIGRATING
303,2,4,47.2379,7,0,935,791,30.4298,34.7867,SELF_MIGRATING
109,2,1,135.899,7,0,1003,1179,22.853,25.2032,SELF_MIGRATING
322,3,5,260.003,8,0,228,788,39.0663,25.2008,SELF_MIGRATING
242,2,3,1209.8,8,1,1199,1283,43.4638,32.2667,SELF_MIGRATING
366,1,6,237.447,8,1,834,30,27.8513,30.3034,SELF_MIGRATING
62,1,0,721.601,8,1,50,990,28.3032,25.4484,PARTNER_MIGRATING
389,1,7,990.781,8,1,834,526,27.8513,30.5615,SELF_MIGRATING
74,1,0,3225.03,8,2,954,822,43.2308,45.9665,SELF_MIGRATING
347,4,6,419.639,9,0,109,1266,27.3123,24.3114,SELF_MIGRATING
21,3,0,84.7568,9,0,356,416,19.7379,14.3205,SELF_MIGRATING
221,4,3,1233.7,10,1,1093,665,18.0516,20.1214,SELF_MIGRATING
375,3,7,9.41147,10,0,1328,748,19.2688,16.802,BROKEUP
285,3,4,66.0767,10,0,428,292,25.4636,24.2345,SELF_MIGRATING
329,3,5,350.38,10,1,228,1168,39.0718,26.4746,PARTNER_MIGRATING
418,2,9,2135.22,10,2,851,1283,25.7251,32.2749,SELF_MIGRATING
343,1,5,9.7678,10,0,1138,26,34.9661,35.9367,BROKEUP
391,1,7,3489.18,10,2,174,850,45.4096,40.4132,PARTNER_MIGRATING
311,1,4,422.09,10,1,994,598,35.5813,36.0408,SELF_MIGRATING
58,1,0,460.789,10,0,718,570,17.726,21.9401,SELF_MIGRATING
272,4,4,87.8456,11,0,401,1037,19.9539,14.507,SELF_MIGRATING
302,2,4,282.377,11,0,431,419,29.4813,22.1014,SELF_MIGRATING
