Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
1,1,152.083,252.602,273.75,1,21,54,36.6099,16.1902,BROKEUP
3,1,182.5,592.88,608.333,0,79,69,28.8501,28.5746,BROKEUP
2,1,152.083,881.725,882.083,1,15,65,32.4563,34.817,BROKEUP
9,1,395.417,919.995,942.917,0,2,54,26.2579,18.0236,BROKEUP
6,1,243.333,1130.38,1155.83,1,36,56,35.4141,32.0843,BROKEUP
11,1,486.667,1152.8,1155.83,1,3,25,45.9361,21.9348,BROKEUP
7,1,273.75,1325.71,1338.33,2,67,85,24.9968,21.127,BROKEUP
17,1,1247.08,1310.83,1338.33,2,91,97,18.3821,18.0653,BROKEUP
5,1,182.5,1342.52,1368.75,2,95,17,28.128,22.6054,BROKEUP
16,1,1216.67,1347.97,1368.75,0,59,40,31.7249,30.8622,BROKEUP
19,1,1307.92,1466.88,1490.42,1,46,78,40.6241,23.6429,BROKEUP
18,1,1307.92,1538.11,1551.25,0,57,7,19.694,15.5147,BROKEUP
20,1,1307.92,1541.9,1551.25,2,2,92,27.9246,16.1935,BROKEUP
23,1,1429.58,1686.78,1703.33,1,15,85,34.7064,22.127,BROKEUP
14,1,1003.75,1792.06,1794.58,1,21,88,40.7767,34.9254,BROKEUP
28,1,1764.17,1774.64,1794.58,0,9,7,19.6128,16.1813,BROKEUP
29,1,1764.17,1896.28,1916.25,0,58,97,20.4125,19.6487,BROKEUP
30,1,1825,1984.31,2007.5,1,36,6,37.7474,26.0296,BROKEUP
22,1,1429.58,2041.67,2068.33,1,59,50,33.6416,25.2292,BROKEUP
25,1,1490.42,2065.78,2068.33,1,36,40,37.9141,32.7789,BROKEUP
36,1,2159.58,2200.26,2220.42,1,36,20,38.3308,17.3129,BROKEUP
26,1,1551.25,2273.34,2281.25,1,46,14,42.7908,37.8524,BROKEUP
13,1,973.334,2296.75,2311.67,0,47,54,22.7856,21.7735,BROKEUP
32,1,1855.42,2357.26,2372.5,1,71,85,33.4844,23.9604,BROKEUP
31,1,1825,2943.53,2950.42,1,46,61,44.6241,51.5724,BROKEUP
46,1,3011.25,3019.57,3041.67,0,59,85,36.3083,25.7937,BROKEUP
47,1,3041.67,3106.85,3132.92,0,2,17,32.258,27.4388,BROKEUP
48,1,3041.67,3174.41,3193.75,0,47,6,25.2023,29.2797,BROKEUP
12,1,760.417,3218.84,3224.17,2,98,93,61.8476,55.3049,BROKEUP
42,1,2859.17,3272.85,3285,0,79,78,36.1835,28.5596,BROKEUP
10,1,456.25,3307.62,3315.42,2,19,10,57.8346,52.1204,BROKEUP
4,1,182.5,8501.43,3376.25,2,84,68,27.1823,24.3884,SELF_DIED
