Time, NodeID, NumIndividuals, NumInfected,AvgParasiteDensity,AvgGametocyteDensity,NumInfections,NoMarkers,A,B,A-B
39,4,1000,88,411.656,127.432,91,0,46,45,0
39,3,1000,114,539.495,152.895,114,0,0,114,0
39,2,1000,79,363.576,110.607,79,0,79,0,0
39,1,1000,90,428.93,116.86,90,90,0,0,0
40,4,1000,88,956.347,96.5703,91,0,46,45,0
40,3,1000,114,1255.76,115.87,114,0,0,114,0
40,2,1000,79,845.691,83.8187,79,0,79,0,0
40,1,1000,90,998.487,88.5635,90,90,0,0,0
41,4,1000,88,140.891,390.748,91,0,46,45,0
41,3,1000,114,185.196,480.924,114,0,0,114,0
41,2,1000,79,124.698,338.477,79,0,79,0,0
41,1,1000,90,147.261,375.183,90,90,0,0,0
42,4,1000,88,318.454,296.131,91,0,46,45,0
42,3,1000,114,419.177,364.482,114,0,0,114,0
42,2,1000,79,282.133,256.516,79,0,79,0,0
42,1,1000,90,333.335,284.349,90,90,0,0,0
43,4,1000,88,46.2359,607.425,91,0,46,45,0
43,3,1000,114,60.8851,761.1,114,0,0,114,0
43,2,1000,79,40.9705,527.833,79,0,79,0,0
43,1,1000,90,48.4167,598.87,90,90,0,0,0
44,4,1000,88,103.066,460.355,91,0,46,45,0
44,3,1000,114,135.869,576.839,114,0,0,114,0
44,2,1000,79,91.4039,400.035,79,0,79,0,0
44,1,1000,90,108.053,453.892,90,90,0,0,0
45,4,1000,88,14.8148,633.348,91,0,46,45,0
45,3,1000,114,19.5345,802.911,114,0,0,114,0
45,2,1000,79,13.1399,552.023,79,0,79,0,0
45,1,1000,90,15.5353,634.498,90,90,0,0,0
46,4,1000,88,32.7941,480.009,91,0,46,45,0
46,3,1000,114,43.2822,608.538,114,0,0,114,0
46,2,1000,79,29.1085,418.377,79,0,79,0,0
46,1,1000,90,34.423,480.901,90,90,0,0,0
47,4,1000,88,4.68993,506.193,91,0,46,45,0
47,3,1000,114,6.19056,646.458,114,0,0,114,0
47,2,1000,79,4.16298,442.321,79,0,79,0,0
47,1,1000,90,4.92341,511.744,90,90,0,0,0
48,4,1000,88,10.3457,383.644,91,0,46,45,0
48,3,1000,114,13.6673,489.965,114,0,0,114,0
48,2,1000,79,9.18984,335.237,79,0,79,0,0
48,1,1000,90,10.8709,387.866,90,90,0,0,0
49,4,1000,88,1.47568,346.593,91,0,46,45,0
49,3,1000,114,1.9496,444.428,114,0,0,114,0
49,2,1000,79,1.31089,303.339,79,0,79,0,0
49,1,1000,90,1.5507,352.076,90,90,0,0,0
50,4,1000,88,3.24981,262.684,91,0,46,45,0
50,3,1000,114,4.29683,336.845,114,0,0,114,0
50,2,1000,79,2.88879,229.904,79,0,79,0,0
50,1,1000,90,3.41797,266.851,90,90,0,0,0
51,4,1000,88,0.462914,218.574,91,0,46,45,0
51,3,1000,114,0.612123,280.895,114,0,0,114,0
51,2,1000,79,0.41152,191.479,79,0,79,0,0
51,1,1000,90,0.486898,222.604,90,90,0,0,0
52,4,1000,88,1.01875,165.659,91,0,46,45,0
52,3,1000,114,1.34793,212.899,114,0,0,114,0
52,2,1000,79,0.90623,145.124,79,0,79,0,0
52,1,1000,90,1.0722,168.72,90,90,0,0,0
53,4,1000,88,0.145028,132.042,91,0,46,45,0
53,3,1000,114,0.191881,169.905,114,0,0,114,0
53,2,1000,79,0.129019,115.74,79,0,79,0,0
53,1,1000,90,0.152629,134.672,90,90,0,0,0
54,4,1000,88,0.319054,100.076,91,0,46,45,0
54,3,1000,115,0.422412,128.776,115,0,0,115,0
54,2,1000,79,0.284056,87.7211,79,0,79,0,0
54,1,1000,91,0.336084,102.073,91,91,0,0,0
55,4,1000,88,0.0454015,77.9483,91,0,46,45,0
55,3,1000,115,0.0601144,100.373,115,0,0,115,0
55,2,1000,80,0.0404188,68.3476,80,0,80,0,0
55,1,1000,92,0.0478287,79.5668,92,92,0,0,0
56,4,1000,90,0.0998744,59.0777,93,0,46,47,0
56,3,1000,121,0.132333,76.0757,123,0,0,123,0
56,2,1000,82,0.0889648,51.8017,82,0,82,0,0
56,1,1000,94,0.105284,60.3065,94,94,0,0,0
57,4,1000,91,0.0142087,45.4437,94,0,46,48,0
57,3,1000,127,0.0188269,58.5422,130,0,0,130,0
57,2,1000,85,0.0126586,39.8544,85,0,85,0,0
57,1,1000,96,0.0149815,46.4101,97,97,0,0,0
58,4,1000,91,0.0312467,34.4422,94,0,46,48,0
58,3,1000,130,0.0414549,44.3709,136,0,0,136,0
58,2,1000,92,0.0278677,30.2062,92,0,92,0,0
58,1,1000,105,0.0329777,35.1758,107,107,0,0,0
59,4,1000,111,0.00444489,26.3149,115,0,60,55,0
59,3,1000,141,0.00589633,33.9086,148,0,0,148,0
59,2,1000,93,0.00396395,23.081,94,0,94,0,0
59,1,1000,113,0.00468902,26.8827,116,116,0,0,0
60,4,1000,117,0.00977497,19.9443,122,0,61,61,0
60,3,1000,152,0.0129747,25.7004,159,0,0,159,0
60,2,1000,97,0.00872468,17.4934,98,0,98,0,0
60,1,1000,119,0.0103201,20.3754,123,123,0,0,0
61,4,1000,118,0.00139162,15.1822,124,0,61,63,0
61,3,1000,160,0.0018655,19.5669,169,0,0,169,0
61,2,1000,102,0.00124052,13.3174,103,0,103,0,0
61,1,1000,136,0.00149932,15.5129,145,145,0,0,0
62,4,1000,139,0.00306279,11.5068,150,0,72,78,0
62,3,1000,177,0.00408278,14.8304,188,0,0,188,0
62,2,1000,111,0.00273252,10.0935,113,0,113,0,0
62,1,1000,144,0.00331989,11.7578,154,154,0,0,0
63,4,1000,145,0.000473642,8.74191,157,0,76,81,0
63,3,1000,195,0.00100883,11.2679,206,0,0,206,0
63,2,1000,115,0.000430677,7.66844,117,0,117,0,0
63,1,1000,159,0.00105654,8.93355,171,171,0,0,0
64,4,1000,153,0.00103221,6.62551,167,0,80,87,0
64,3,1000,212,0.00181982,8.54029,224,0,0,224,0
64,2,1000,122,0.000975644,5.81205,124,0,124,0,0
64,1,1000,184,0.0025723,6.7711,201,201,0,0,0
65,4,1000,177,0.000761255,5.02803,194,0,91,103,0
65,3,1000,223,0.00708495,6.48157,237,0,0,237,0
65,2,1000,134,0.000941811,4.41083,136,0,136,0,0
65,1,1000,197,0.00982488,5.13896,215,215,0,0,0
66,4,1000,182,0.0018067,3.81082,199,0,93,106,0
66,3,1000,229,0.00919085,4.91259,247,0,0,247,0
66,2,1000,141,0.00236213,3.34301,144,0,144,0,0
66,1,1000,218,0.0251313,3.895,242,242,0,0,0
67,4,1000,190,0.0102931,2.89025,209,0,98,111,0
67,3,1000,243,0.107919,3.72609,264,0,0,264,0
67,2,1000,146,0.0130422,2.53553,149,0,149,0,0
67,1,1000,241,0.151056,2.95431,269,269,0,0,0
68,4,1000,205,0.02376,2.19053,229,0,111,118,0
68,3,1000,260,0.137272,2.82412,283,0,0,283,0
68,2,1000,162,0.0329208,1.92174,167,0,167,0,0
68,1,1000,262,0.386017,2.23917,294,294,0,0,0
69,4,1000,214,0.160259,1.66086,242,0,120,122,0
69,3,1000,274,1.67679,2.14134,304,0,0,304,0
69,2,1000,167,0.202691,1.45709,173,0,173,0,0
69,1,1000,268,2.3492,1.69781,302,302,0,0,0
70,4,1000,224,0.368684,1.25878,252,0,127,124,1
70,3,1000,289,2.11082,1.623,322,0,0,322,0
70,2,1000,178,0.511409,1.10435,190,0,190,0,0
70,1,1000,299,5.89607,1.28685,345,345,0,0,0
71,4,1000,229,2.49305,0.954235,262,0,132,129,1
71,3,1000,297,24.6714,1.23039,333,0,0,333,0
71,2,1000,186,3.15342,0.837199,202,0,202,0,0
71,1,1000,318,31.4336,0.975571,371,371,0,0,0
72,4,1000,244,5.65235,0.723227,285,0,150,134,1
72,3,1000,307,25.791,0.93255,348,0,0,348,0
72,2,1000,193,7.87507,0.634523,211,0,211,0,0
72,1,1000,326,57.4354,0.739424,386,386,0,0,0
73,4,1000,260,34.5463,0.548207,305,0,160,144,1
73,3,1000,319,189.668,0.7069,369,0,0,369,0
73,2,1000,210,44.5096,0.480963,233,0,233,0,0
73,1,1000,354,173.281,0.560498,431,431,0,0,0
74,4,1000,263,68.4149,0.415484,312,0,163,148,1
74,3,1000,332,211.437,0.535786,388,0,0,388,0
74,2,1000,218,91.8836,0.364529,243,0,243,0,0
74,1,1000,373,275.106,0.424824,454,454,0,0,0
75,4,1000,288,194.712,0.31493,345,0,171,173,1
75,3,1000,343,847.047,0.406115,401,0,0,401,0
75,2,1000,237,291.25,0.276305,269,0,269,0,0
75,1,1000,384,621.077,0.322007,472,472,0,0,0
76,4,1000,296,449.718,0.238694,353,0,176,176,1
76,3,1000,352,986.038,0.306158,415,0,0,415,0
76,2,1000,244,485.283,0.207705,279,0,279,0,0
76,1,1000,399,870.568,0.244219,502,502,0,0,0
77,4,1000,304,713.711,0.180914,364,0,179,184,1
77,3,1000,366,2412.86,0.232059,432,0,0,432,0
77,2,1000,253,1073.15,0.157442,291,0,291,0,0
77,1,1000,408,1699.11,0.185405,515,515,0,0,0
78,4,1000,324,1835.96,0.131838,393,0,196,196,1
78,3,1000,374,2943.41,0.171616,450,0,0,450,0
78,2,1000,263,1358.59,0.117357,303,0,303,0,0
78,1,1000,416,2293.59,0.142037,529,529,0,0,0
79,4,1000,333,1933.44,0.0992823,407,0,207,199,1
79,3,1000,391,4754.25,0.129768,473,0,0,473,0
79,2,1000,268,2356.73,0.088493,312,0,312,0,0
79,1,1000,440,3686.26,0.112659,570,570,0,0,0
80,4,1000,324,4556.6,0.0687222,399,0,201,197,1
80,3,1000,410,5626.83,0.128128,500,0,0,500,0
80,2,1000,276,2251.98,0.065408,321,0,321,0,0
80,1,1000,452,4963.95,0.124019,586,586,0,0,0
81,4,1000,340,4613.23,0.0534532,421,0,212,208,1
81,3,1000,432,7525.34,0.10538,534,0,0,534,0
81,2,1000,283,3735.02,0.0535564,333,0,333,0,0
81,1,1000,466,6216.74,0.169969,610,610,0,0,0
82,4,1000,322,6855.61,0.073795,394,0,199,194,1
82,3,1000,419,8332.92,0.558201,519,0,0,519,0
82,2,1000,279,3168.47,0.0884358,327,0,327,0,0
82,1,1000,463,8904.07,0.68656,607,607,0,0,0
83,4,1000,337,8030,0.122293,413,0,206,206,1
83,3,1000,435,10304.4,0.572068,548,0,0,548,0
83,2,1000,294,5031.41,0.169119,350,0,350,0,0
83,1,1000,471,9402.37,1.33939,624,624,0,0,0
84,4,1000,335,8764.38,0.722863,405,0,196,208,1
84,3,1000,411,10667.6,4.12922,514,0,0,514,0
84,2,1000,272,4360.92,0.925458,321,0,321,0,0
84,1,1000,457,12348.1,4.06061,609,609,0,0,0
85,4,1000,342,9814.37,1.53637,415,0,200,212,3
85,3,1000,422,12175.5,5.34103,538,0,0,538,0
85,2,1000,276,6137.08,2.02584,332,0,332,0,0
85,1,1000,472,13191.4,7.12373,629,629,0,0,0
86,4,1000,351,10988.9,4.40685,429,0,204,222,3
86,3,1000,428,11672.3,19.767,551,0,0,551,0
86,2,1000,282,5838.41,6.59957,341,0,341,0,0
86,1,1000,481,14352.9,16.1019,642,642,0,0,0
87,4,1000,360,10171.6,10.9578,443,0,212,228,3
87,3,1000,435,12497.8,28.3122,560,0,0,560,0
87,2,1000,284,7345.32,12.2827,343,0,343,0,0
87,1,1000,488,16807.9,25.3021,655,655,0,0,0
88,4,1000,364,11979.2,18.3679,448,0,216,229,3
88,3,1000,441,12423.9,63.8479,573,0,0,573,0
88,2,1000,297,6687.13,27.8784,356,0,356,0,0
88,1,1000,489,15874,48.2632,664,664,0,0,0
89,4,1000,369,10679.4,47.3996,456,0,220,233,3
89,3,1000,449,12850.3,93.3667,590,0,0,590,0
89,2,1000,300,9041.85,41.676,359,0,359,0,0
89,1,1000,495,19808.3,72.3624,675,675,0,0,0
90,4,1000,376,11834.4,61.3341,466,0,224,239,3
90,3,1000,458,13623.8,151.129,608,0,0,608,0
90,2,1000,304,7547.97,72.7825,365,0,365,0,0
90,1,1000,498,17081.2,115.884,682,682,0,0,0
91,4,1000,378,11635.7,128.503,472,0,225,244,3
91,3,1000,461,13399.4,203.487,616,0,0,616,0
91,2,1000,310,10446.3,87.488,372,0,372,0,0
91,1,1000,502,21955.8,169.231,693,693,0,0,0
92,4,1000,386,11424.1,165.956,482,0,233,246,3
92,3,1000,468,13901,279.764,625,0,0,625,0
92,2,1000,313,8973.81,132.941,377,0,377,0,0
92,1,1000,506,19084.6,226.278,705,705,0,0,0
93,4,1000,392,12175.9,240.228,489,0,235,251,3
93,3,1000,474,13740,344.625,636,0,0,636,0
93,2,1000,315,10752.8,145.702,382,0,382,0,0
93,1,1000,512,21811.4,322.775,713,713,0,0,0
94,4,1000,396,12595.8,314.079,494,0,237,254,3
94,3,1000,480,13716,432.997,644,0,0,644,0
94,2,1000,316,11290.7,199.665,384,0,384,0,0
94,1,1000,515,21017.7,390.33,720,720,0,0,0
95,4,1000,397,11803.4,378.964,496,0,237,256,3
95,3,1000,482,13712.4,497.998,650,0,0,650,0
95,2,1000,316,10784.1,215.896,385,0,385,0,0
95,1,1000,519,20348.7,503.089,728,728,0,0,0
96,4,1000,398,14529.9,446.964,497,0,237,257,3
96,3,1000,486,13430,580.698,658,0,0,658,0
96,2,1000,318,13035,268.839,387,0,387,0,0
96,1,1000,522,20666.7,594.5,732,732,0,0,0
97,4,1000,401,12037.4,522.539,501,0,239,259,3
97,3,1000,489,14094,626.237,661,0,0,661,0
97,2,1000,319,10919.6,294.208,389,0,389,0,0
97,1,1000,523,18867.6,680.902,734,734,0,0,0
98,4,1000,403,15123.9,553.971,504,0,240,261,3
98,3,1000,490,14093,681.136,666,0,0,666,0
98,2,1000,321,13031.1,348.35,391,0,391,0,0
98,1,1000,527,19067.8,799.096,740,740,0,0,0
99,4,1000,403,13211.2,624.388,507,0,241,263,3
99,3,1000,493,16008.1,717.935,669,0,0,669,0
99,2,1000,321,11388.7,365.204,391,0,391,0,0
99,1,1000,528,17955.2,850.443,743,743,0,0,0
100,4,1000,403,14715.9,640.038,507,0,241,263,3
100,3,1000,495,16439.6,752.503,672,0,0,672,0
100,2,1000,321,11862.2,434.806,391,0,391,0,0
100,1,1000,528,19167.7,985.564,743,743,0,0,0
101,4,1000,404,13404.8,681.805,508,0,242,263,3
101,3,1000,499,18863.2,795.204,680,0,0,680,0
101,2,1000,322,12316.1,440.112,393,0,393,0,0
101,1,1000,531,18526.4,1004.25,748,748,0,0,0
102,4,1000,406,14424.1,706.943,511,0,243,265,3
102,3,1000,500,19347.9,818.474,682,0,0,682,0
102,2,1000,324,11327,516.057,395,0,395,0,0
102,1,1000,531,19763.7,1140.64,748,748,0,0,0
103,4,1000,409,12672.3,718.816,515,0,244,268,3
103,3,1000,501,20176.8,848.353,686,0,0,686,0
103,2,1000,325,12907.5,527.909,396,0,396,0,0
103,1,1000,531,19471.8,1158.81,748,748,0,0,0
104,4,1000,410,14228.2,745.105,518,0,246,269,3
104,3,1000,501,20501.5,866.622,687,0,0,687,0
104,2,1000,326,11814.5,579.377,397,0,397,0,0
104,1,1000,534,18858.3,1242.51,755,755,0,0,0
105,4,1000,410,12166.8,773.045,518,0,246,269,3
105,3,1000,501,19149.5,880.478,689,0,0,689,0
105,2,1000,326,12196.8,625.724,397,0,397,0,0
105,1,1000,535,18727.4,1283.7,757,757,0,0,0
106,4,1000,411,13021.5,768.841,519,0,246,270,3
106,3,1000,504,19034.5,891.87,695,0,0,695,0
106,2,1000,329,10927.2,641.606,400,0,400,0,0
106,1,1000,535,16750,1300.33,759,759,0,0,0
107,4,1000,412,11773.6,834.476,521,0,246,272,3
107,3,1000,509,16246.6,893.02,707,0,0,707,0
107,2,1000,329,10566.8,710.628,400,0,400,0,0
107,1,1000,540,16306.3,1328.21,765,765,0,0,0
108,4,1000,416,11391.8,812.393,529,0,249,277,3
108,3,1000,512,15892.8,909.611,711,0,0,711,0
108,2,1000,331,8538.88,703.742,402,0,402,0,0
108,1,1000,545,13971,1308.87,773,773,0,0,0
109,4,1000,420,10600,875.906,538,0,254,281,3
109,3,1000,519,13499.8,914.849,726,0,0,726,0
109,2,1000,339,8987.43,756.023,414,0,414,0,0
109,1,1000,554,12610.3,1307.15,791,791,0,0,0
110,4,1000,426,9371.5,869.484,551,0,264,284,3
110,3,1000,525,13218.8,959.117,738,0,0,738,0
110,2,1000,341,6305.05,753.028,417,0,417,0,0
110,1,1000,563,11091.2,1278.68,816,816,0,0,0
111,4,1000,439,8886.68,905.517,570,0,270,297,3
111,3,1000,537,11660,989.648,762,0,0,762,0
111,2,1000,350,7351.38,764.009,426,0,426,0,0
111,1,1000,573,9616.88,1286.89,839,839,0,0,0
112,4,1000,443,7570.89,898.776,580,0,276,301,3
112,3,1000,542,10775.3,1062.38,779,0,0,779,0
112,2,1000,358,5145.49,784.355,437,0,437,0,0
112,1,1000,576,8842.96,1271.78,849,849,0,0,0
113,4,1000,457,7334.84,923.75,605,0,285,317,3
113,3,1000,554,9904.06,1117.92,800,0,0,800,0
113,2,1000,366,5603.23,771.83,446,0,446,0,0
113,1,1000,590,7949.24,1290.05,884,884,0,0,0
114,4,1000,470,6036.62,897.394,635,0,298,334,3
114,3,1000,569,8710.99,1176.1,831,0,0,831,0
114,2,1000,374,4330.59,802.543,459,0,459,0,0
114,1,1000,601,7486.74,1294.25,921,921,0,0,0
115,4,1000,480,5878.98,921.736,656,0,307,346,3
115,3,1000,586,8320.28,1228.17,866,0,0,866,0
115,2,1000,382,3963.66,795.676,468,0,468,0,0
115,1,1000,616,6833.74,1285.47,943,943,0,0,0
116,4,1000,489,4678.3,888.203,678,0,315,360,3
116,3,1000,599,7094.77,1238.09,898,0,0,898,0
116,2,1000,389,3283.27,805.229,482,0,482,0,0
116,1,1000,628,6288.41,1284.18,996,996,0,0,0
117,4,1000,503,4380.85,891.124,710,0,330,377,3
117,3,1000,612,7164.19,1255.11,936,0,0,936,0
117,2,1000,394,2807.61,785.937,491,0,491,0,0
117,1,1000,642,5661.7,1241.11,1038,1038,0,0,0
118,4,1000,516,3624.64,864.831,736,0,341,392,3
118,3,1000,615,5694.28,1209.13,963,0,0,963,0
118,2,1000,404,2252.51,771.887,509,0,509,0,0
118,1,1000,653,4833.62,1211.21,1076,1076,0,0,0
119,4,1000,545,3059.04,841.276,780,0,368,409,3
119,3,1000,628,6001.63,1181.47,990,0,0,990,0
119,2,1000,414,2023.92,717.727,525,0,525,0,0
119,1,1000,672,4515.44,1142.86,1132,1132,0,0,0
120,4,1000,556,2796.17,811.325,814,0,383,427,4
120,3,1000,637,4636.66,1110.37,1029,0,0,1029,0
120,2,1000,430,1493.94,699.365,550,0,550,0,0
120,1,1000,697,3669.54,1072.25,1201,1201,0,0,0
121,4,1000,576,2214.01,765.538,866,0,414,448,4
121,3,1000,647,4663.6,1060.84,1066,0,0,1066,0
121,2,1000,441,1408.25,622.705,568,0,568,0,0
121,1,1000,718,3293.26,994.217,1270,1270,0,0,0
122,4,1000,589,2216.9,727.233,909,0,440,465,4
122,3,1000,655,4062.33,992.357,1100,0,0,1100,0
122,2,1000,454,1133.22,601.306,591,0,591,0,0
122,1,1000,738,2917.23,909.027,1351,1351,0,0,0
123,4,1000,600,1796.46,671.856,938,2,453,478,5
123,3,1000,671,3285.67,927.664,1149,0,0,1149,0
123,2,1000,468,1162.25,532.415,612,0,612,0,0
123,1,1000,756,2299.03,833.76,1428,1428,0,0,0
124,4,1000,628,1870.31,631.795,1004,2,482,515,5
124,3,1000,685,3508.45,865.733,1186,0,0,1186,0
124,2,1000,487,1071.53,499.395,652,0,652,0,0
124,1,1000,791,2351.87,760.43,1574,1574,0,0,0
125,4,1000,644,1612.98,574.146,1054,2,506,541,5
125,3,1000,694,2418.13,796.228,1223,0,0,1223,0
