Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,0,736.958,0,1,1,2473,0,0,22.0167,1,1,0,0,0,1,1,0,0,0,0,11490,0,1,16.1614,1,1,0,0,0,1,1,0,0,0,0
2,0,446.537,0,1,1,8508,0,0,36.7509,1,1,0,0,0,1,1,0,0,0,0,4543,0,1,25.332,1,1,0,0,0,1,1,0,0,0,0
3,0,226.928,0,1,1,13745,0,0,17.6886,1,1,0,0,0,1,1,0,0,0,0,14779,0,1,16.1119,1,1,0,0,0,1,1,0,0,0,0
4,1,290.691,0,1,1,14912,1,0,17.4114,1,1,0,0,0,1,1,0,0,0,0,14279,0,1,21.145,1,1,0,0,0,1,1,0,0,0,0
5,1,319.714,0,1,1,15734,1,0,16.9347,1,1,0,0,0,1,1,0,0,0,0,10539,0,1,18.6651,1,1,0,0,0,1,1,0,0,0,0
6,1,87.2624,0,1,1,3885,1,0,16.8907,1,1,0,0,0,1,1,0,0,0,0,11021,1,1,17.7029,1,1,0,0,0,1,1,0,0,0,0
7,1,532.304,1,1,1,557,0,0,17.9536,1,0,1,0,0,1,1,0,0,0,0,2941,0,1,20.1711,1,0,1,0,0,1,1,0,0,0,0
8,1,379.684,1,1,1,939,0,0,40.7985,1,0,1,0,0,1,1,0,0,0,0,8020,0,1,37.3088,1,0,1,0,0,1,1,0,0,0,0
9,1,588.73,1,1,1,3541,0,0,34.2857,1,0,1,0,0,1,1,0,0,0,0,11310,0,1,25.6096,1,0,1,0,0,1,1,0,0,0,0
10,1,1416.38,1,1,1,8266,0,0,29.5291,1,0,1,0,0,1,1,0,0,0,0,12241,0,1,23.3492,1,0,1,0,0,1,1,0,0,0,0
