Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
14,1,6,6.05293,7,0,1867,5938,54.6742,28.5692,BROKEUP
79,1,13,14.8812,15,0,867,622,25.0864,52.6416,BROKEUP
104,1,13,16.6075,17,0,8334,5557,41.5991,36.3649,BROKEUP
70,1,13,17.8725,18,0,7842,9300,30.8736,26.4558,BROKEUP
57,1,6,20.3298,21,0,7460,6914,18.5588,38.3382,BROKEUP
48,1,6,23.0299,24,0,8344,9059,41.0637,29.1422,BROKEUP
43,1,6,24.6111,25,0,3007,951,43.9525,23.6881,BROKEUP
136,1,20,25.7558,26,0,9121,7273,52.2072,27.8511,BROKEUP
177,1,20,32.5199,33,0,3896,2562,43.5307,43.6433,BROKEUP
221,1,27,32.1952,33,0,1562,7676,35.7713,19.1445,BROKEUP
235,1,27,33.9527,34,0,5027,799,46.2121,26.6863,BROKEUP
18,1,6,34.3174,35,0,5511,2778,29.0052,43.9485,BROKEUP
97,1,13,37.7381,38,0,4888,4761,25.9835,18.3755,BROKEUP
167,1,20,38.0506,39,0,4832,6936,18.3149,33.3973,BROKEUP
88,1,13,40.8428,41,0,8465,6740,25.874,32.9834,BROKEUP
91,1,13,40.5164,41,0,1001,1302,46.8753,39.7994,BROKEUP
189,1,27,40.9364,41,0,3548,3769,26.2875,47.8625,BROKEUP
293,1,34,40.2802,41,0,8405,3910,35.7708,30.7884,BROKEUP
249,1,34,41.3682,42,0,7573,7244,35.9161,27.3432,BROKEUP
122,1,13,42.4474,43,0,1080,3022,49.8663,40.1553,BROKEUP
222,1,27,42.0031,43,0,1873,9274,21.7007,22.9778,BROKEUP
211,1,27,46.6123,47,0,1989,7663,40.2226,34.4894,BROKEUP
27,1,6,47.4465,48,0,7830,7047,44.2647,30.9219,BROKEUP
34,1,6,47.8249,48,0,4980,2911,29.3315,21.4631,BROKEUP
266,1,34,48.8465,49,0,5911,5694,28.8743,44.4274,BROKEUP
1,1,6,51.3141,52,0,169,1193,29.4516,44.2992,BROKEUP
203,1,27,52.8405,53,0,4100,9319,24.8328,24.4444,BROKEUP
248,1,34,54.0233,55,0,7222,6585,51.9955,31.5219,BROKEUP
23,1,6,55.4894,56,0,663,9970,43.008,49.2592,BROKEUP
188,1,27,55.1488,56,0,3457,2470,54.8932,31.96,BROKEUP
283,1,34,56.2786,57,0,9185,1973,44.7627,31.989,BROKEUP
286,1,34,58.3066,59,0,3519,6206,24.1447,27.0703,BROKEUP
458,1,55,60.2019,61,0,2658,2394,35.22,52.1956,BROKEUP
205,1,27,61.4793,62,0,5419,2198,30.386,38.1646,BROKEUP
369,1,48,62.061,63,0,1983,8483,30.4854,51.022,BROKEUP
11,1,6,65.7486,66,0,4676,5120,19.4731,39.9607,BROKEUP
153,1,20,65.0659,66,0,4403,1924,31.5824,43.1885,BROKEUP
208,1,27,69.3976,70,0,9318,3052,48.3357,24.9587,BROKEUP
89,1,13,71.8889,72,0,8523,7400,21.4433,32.1267,BROKEUP
431,1,55,71.007,72,0,7858,8142,32.5306,30.966,BROKEUP
505,1,62,71.496,72,0,4678,4988,51.5822,37.0537,BROKEUP
513,1,62,73.4011,74,0,2405,5596,44.509,39.3109,BROKEUP
87,1,13,74.4424,75,0,8290,6672,48.3313,47.1974,BROKEUP
472,1,62,74.2608,75,0,9635,493,24.8027,49.066,BROKEUP
215,1,27,75.5033,76,0,4899,3680,50.4566,20.3928,BROKEUP
314,1,41,76.9126,77,0,6611,6834,28.4737,43.4581,BROKEUP
430,1,55,76.5486,77,0,7196,6080,48.0982,48.9668,BROKEUP
448,1,55,76.6342,77,0,4243,905,45.5622,36.0321,BROKEUP
270,1,34,79.4709,80,0,9905,2592,43.6096,29.5898,BROKEUP
135,1,20,80.0312,81,0,8702,6127,24.2975,33.7584,BROKEUP
330,1,41,80.9447,81,0,9377,4084,50.4528,25.3859,BROKEUP
414,1,48,81.7957,82,0,1796,5057,21.8816,34.4995,BROKEUP
427,1,55,82.4311,83,0,4372,599,46.4732,23.45,BROKEUP
512,1,62,82.7063,83,0,8281,3898,24.7651,29.4068,BROKEUP
439,1,55,83.7938,84,0,5751,6617,25.3076,34.2181,BROKEUP
116,1,13,87.3293,88,0,6637,7635,17.7461,43.8139,BROKEUP
184,1,27,87.4514,88,0,9458,758,33.9477,31.273,BROKEUP
581,1,69,87.8548,88,0,2371,4176,33.2772,50.0599,BROKEUP
111,1,13,88.0926,89,0,4543,1267,34.4508,52.4263,BROKEUP
304,1,41,88.0953,89,0,8394,2499,38.6917,16.4089,BROKEUP
389,1,48,88.2775,89,0,6191,6535,29.6044,22.6755,BROKEUP
467,1,55,88.3699,89,0,6177,4565,39.1774,28.632,BROKEUP
32,1,6,89.6495,90,0,3772,1238,36.9714,24.1209,BROKEUP
302,1,34,89.0465,90,0,7464,7645,35.8793,51.3824,BROKEUP
498,1,62,90.1311,91,0,3005,6591,18.8568,30.1477,BROKEUP
507,1,62,90.5597,91,0,6166,6336,21.0718,15.2258,BROKEUP
421,1,55,91.6052,92,0,9675,6146,46.5131,31.155,BROKEUP
130,1,20,92.3279,93,0,5812,6119,32.6423,28.3626,BROKEUP
37,1,6,94.0297,95,0,7153,6975,50.7196,49.7129,BROKEUP
163,1,20,94.678,95,0,7700,2968,43.1095,45.7781,BROKEUP
54,1,6,95.4646,96,0,5843,1599,41.0988,39.5448,BROKEUP
154,1,20,97.5194,98,0,7734,2106,26.636,46.6816,BROKEUP
504,1,62,97.9271,98,0,3739,952,32.4126,35.2424,BROKEUP
292,1,34,98.7477,99,0,7342,3296,31.6733,36.5595,BROKEUP
323,1,41,98.578,99,0,5929,2590,18.8746,50.1091,BROKEUP
