Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,6,51.3141,0,1,1,169,0,0,29.4516,1,1,0,0,0,1,1,0,0,0,0,1193,0,1,44.2992,1,1,0,0,0,1,1,0,0,0,0
2,6,198.535,0,1,1,1696,0,0,53.6145,1,1,0,0,0,1,1,0,0,0,0,2574,0,1,17.957,1,1,0,0,0,1,1,0,0,0,0
3,6,447.418,0,1,1,2559,0,0,27.4275,1,1,0,0,0,1,1,0,0,0,0,2640,0,1,28.8548,1,1,0,0,0,1,1,0,0,0,0
4,6,232.189,0,1,1,3518,0,0,54.2245,1,1,0,0,0,1,1,0,0,0,0,3513,0,1,39.5295,1,1,0,0,0,1,1,0,0,0,0
5,6,332.274,0,1,1,3926,0,0,19.6061,1,1,0,0,0,1,1,0,0,0,0,3849,0,1,34.3376,1,1,0,0,0,1,1,0,0,0,0
6,6,118.406,0,1,1,7030,0,0,29.6381,1,1,0,0,0,1,1,0,0,0,0,4319,0,1,33.1145,1,1,0,0,0,1,1,0,0,0,0
7,6,298.035,0,1,1,7155,0,0,32.3342,1,1,0,0,0,1,1,0,0,0,0,4517,1,1,27.4245,1,1,0,0,0,1,1,0,0,0,0
8,6,210.706,0,1,1,8775,0,0,45.4397,1,1,0,0,0,1,1,0,0,0,0,4538,0,1,43.8388,1,1,0,0,0,1,1,0,0,0,0
9,6,145.517,0,1,1,2702,0,0,33.5462,1,1,0,0,0,1,1,0,0,0,0,4668,0,1,29.0098,1,1,0,0,0,1,1,0,0,0,0
10,6,432.478,0,1,1,4509,0,0,49.4461,1,1,0,0,0,1,1,0,0,0,0,5028,0,1,34.5979,1,1,0,0,0,1,1,0,0,0,0
11,6,65.7486,0,1,1,4676,0,0,19.4731,1,1,0,0,0,1,1,0,0,0,0,5120,0,1,39.9607,1,1,0,0,0,1,1,0,0,0,0
12,6,312.722,0,1,1,5500,0,0,35.3169,1,1,0,0,0,1,1,0,0,0,0,5456,0,1,37.4749,1,1,0,0,0,1,1,0,0,0,0
13,6,333.321,0,1,1,5626,0,0,16.0076,1,1,0,0,0,1,1,0,0,0,0,5535,0,1,34.2009,1,1,0,0,0,1,1,0,0,0,0
14,6,6.05293,0,1,1,1867,0,0,54.6742,1,1,0,0,0,1,1,0,0,0,0,5938,0,1,28.5692,1,1,0,0,0,1,1,0,0,0,0
15,6,416.435,0,1,1,2398,0,0,54.0637,1,1,0,0,0,1,1,0,0,0,0,7510,0,1,50.1228,1,1,0,0,0,1,1,0,0,0,0
16,6,160.139,0,1,1,2772,0,0,49.9548,1,1,0,0,0,1,1,0,0,0,0,8937,0,1,33.3668,1,1,0,0,0,1,1,0,0,0,0
17,6,512.906,0,1,1,4949,0,0,36.8793,1,1,0,0,0,1,1,0,0,0,0,9474,0,1,39.3077,1,1,0,0,0,1,1,0,0,0,0
18,6,34.3174,0,1,1,5511,0,0,29.0052,1,1,0,0,0,1,1,0,0,0,0,2778,0,1,43.9485,1,1,0,0,0,1,1,0,0,0,0
19,6,217.565,0,1,1,9383,0,0,18.2901,1,1,0,0,0,1,1,0,0,0,0,4727,0,1,28.9503,1,1,0,0,0,1,1,0,0,0,0
20,6,308.982,0,1,1,426,0,0,26.7262,1,1,0,0,0,1,1,0,0,0,0,5176,0,1,33.8036,1,1,0,0,0,1,1,0,0,0,0
21,6,160.116,0,1,1,451,0,0,47.8457,1,1,0,0,0,1,1,0,0,0,0,6325,0,1,16.5036,1,1,0,0,0,1,1,0,0,0,0
22,6,372.089,0,1,1,597,0,0,39.129,1,1,0,0,0,1,1,0,0,0,0,8898,0,1,16.3784,1,1,0,0,0,1,1,0,0,0,0
23,6,55.4894,0,1,1,663,0,0,43.008,1,1,0,0,0,1,1,0,0,0,0,9970,0,1,49.2592,1,1,0,0,0,1,1,0,0,0,0
24,6,102.378,0,1,1,1563,0,0,49.4184,1,1,0,0,0,1,1,0,0,0,0,2104,0,1,26.4043,1,1,0,0,0,1,1,0,0,0,0
25,6,257.508,0,1,1,2793,1,0,34.5025,1,1,0,0,0,1,1,0,0,0,0,5175,0,1,49.7561,1,1,0,0,0,1,1,0,0,0,0
26,6,372.66,0,1,1,4498,0,0,16.7837,1,1,0,0,0,1,1,0,0,0,0,6694,0,1,17.8384,1,1,0,0,0,1,1,0,0,0,0
27,6,47.4465,0,1,1,7830,0,0,44.2647,1,1,0,0,0,1,1,0,0,0,0,7047,0,1,30.9219,1,1,0,0,0,1,1,0,0,0,0
28,6,763.387,0,1,1,7857,1,0,26.7347,1,1,0,0,0,1,1,0,0,0,0,7780,0,1,21.5959,1,1,0,0,0,1,1,0,0,0,0
29,6,136.108,0,1,1,8251,0,0,27.3754,1,1,0,0,0,1,1,0,0,0,0,8720,0,1,19.7518,1,1,0,0,0,1,1,0,0,0,0
30,6,1149.65,0,1,1,10001,1,0,35.5994,1,1,0,0,0,1,1,0,0,0,0,9753,0,1,34.8901,1,1,0,0,0,1,1,0,0,0,0
31,6,302.082,0,1,1,244,0,0,44.2063,1,1,0,0,0,1,1,0,0,0,0,797,0,1,52.2593,1,1,0,0,0,1,1,0,0,0,0
32,6,89.6495,0,1,1,3772,0,0,36.9714,1,1,0,0,0,1,1,0,0,0,0,1238,0,1,24.1209,1,1,0,0,0,1,1,0,0,0,0
33,6,611.105,0,1,1,4266,0,0,19.5988,1,1,0,0,0,1,1,0,0,0,0,1334,0,1,20.4641,1,1,0,0,0,1,1,0,0,0,0
34,6,47.8249,0,1,1,4980,0,0,29.3315,1,1,0,0,0,1,1,0,0,0,0,2911,0,1,21.4631,1,1,0,0,0,1,1,0,0,0,0
35,6,109.628,0,1,1,5743,0,0,18.6882,1,1,0,0,0,1,1,0,0,0,0,3899,0,1,39.6445,1,1,0,0,0,1,1,0,0,0,0
36,6,111.226,0,1,1,7058,0,0,25.0481,1,1,0,0,0,1,1,0,0,0,0,5982,0,1,32.2664,1,1,0,0,0,1,1,0,0,0,0
37,6,94.0297,0,1,1,7153,0,0,50.7196,1,1,0,0,0,1,1,0,0,0,0,6975,0,1,49.7129,1,1,0,0,0,1,1,0,0,0,0
38,6,168.284,0,1,1,8441,0,0,47.8801,1,1,0,0,0,1,1,0,0,0,0,9269,0,1,45.4629,1,1,0,0,0,1,1,0,0,0,0
39,6,532.912,0,1,1,8457,0,0,34.8704,1,1,0,0,0,1,1,0,0,0,0,9952,0,1,18.8691,1,1,0,0,0,1,1,0,0,0,0
40,6,1088.77,0,1,1,8606,0,0,51.8698,1,1,0,0,0,1,1,0,0,0,0,20,0,1,32.9937,1,1,0,0,0,1,1,0,0,0,0
41,6,196.265,0,1,1,906,0,0,29.9341,1,1,0,0,0,1,1,0,0,0,0,370,1,1,26.7934,1,1,0,0,0,1,1,0,0,0,0
42,6,616.547,0,1,1,1103,0,0,54.2442,1,1,0,0,0,1,1,0,0,0,0,465,0,1,23.8575,1,1,0,0,0,1,1,0,0,0,0
