Rel_ID,Rel_start_time,Rel_scheduled_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Original_node_ID,Current_node_ID,A_ID,A_is_infected,A_gender,A_age,A_total_num_active_rels,A_num_active_TRANSITORY_rels,A_num_active_INFORMAL_rels,A_num_active_MARITAL_rels,A_num_active_COMMERCIAL_rels,A_num_lifetime_rels,A_num_rels_last_6_mo,A_extra_relational_bitmask,A_is_circumcised,A_has_STI_coinfection,A_is_superspreader,B_ID,B_is_infected,B_gender,B_age,B_total_num_active_rels,B_num_active_TRANSITORY_rels,B_num_active_INFORMAL_rels,B_num_active_MARITAL_rels,B_num_active_COMMERCIAL_rels,B_num_lifetime_rels,B_num_rels_last_6_mo,B_extra_relational_bitmask,B_is_circumcised,B_has_STI_coinfection,B_is_superspreader
1,6,289.285,0,1,1,2015,0,0,17.5132,1,1,0,0,0,1,1,0,0,0,0,1736,0,1,15.1974,1,1,0,0,0,1,1,0,0,0,0
2,6,129.209,0,1,1,2031,0,0,32.1623,1,1,0,0,0,1,1,0,0,0,0,1524,0,1,21.243,1,1,0,0,0,1,1,0,0,0,0
3,6,63.3324,0,1,1,2842,0,0,23.5476,1,1,0,0,0,1,1,0,0,0,0,4299,0,1,16.3706,1,1,0,0,0,1,1,0,0,0,0
4,6,207.544,0,1,1,3327,0,0,19.4765,1,1,0,0,0,1,1,0,0,0,0,6463,0,1,15.9545,1,1,0,0,0,1,1,0,0,0,0
5,6,322.893,0,1,1,4656,0,0,19.9722,1,1,0,0,0,1,1,0,0,0,0,7131,0,1,18.8228,1,1,0,0,0,1,1,0,0,0,0
6,6,129.267,0,1,1,7203,0,0,20.8628,1,1,0,0,0,1,1,0,0,0,0,5786,0,1,41.776,1,1,0,0,0,1,1,0,0,0,0
7,6,421.244,0,1,1,8200,0,0,32.2005,1,1,0,0,0,1,1,0,0,0,0,7779,0,1,17.6104,1,1,0,0,0,1,1,0,0,0,0
8,6,142.975,0,1,1,9057,0,0,31.0381,1,1,0,0,0,1,1,0,0,0,0,9485,0,1,17.0275,1,1,0,0,0,1,1,0,0,0,0
9,6,618.143,0,1,1,11017,0,0,38.0431,1,1,0,0,0,1,1,0,0,0,0,6195,0,1,26.8023,1,1,0,0,0,1,1,0,0,0,0
10,6,860.878,0,1,1,12515,0,0,21.0942,1,1,0,0,0,1,1,0,0,0,0,12787,0,1,14.7952,1,1,0,0,0,1,1,0,0,0,0
11,6,161.319,0,1,1,13490,0,0,21.1103,1,1,0,0,0,1,1,0,0,0,0,8604,0,1,13.7518,1,1,0,0,0,1,1,0,0,0,0
12,6,278.262,0,1,1,13668,0,0,33.0491,1,1,0,0,0,1,1,0,0,0,0,9638,0,1,19.1837,1,1,0,0,0,1,1,0,0,0,0
13,6,117.202,0,1,1,13748,0,0,21.1426,1,1,0,0,0,1,1,0,0,0,0,12322,0,1,25.4651,1,1,0,0,0,1,1,0,0,0,0
14,6,60.7556,0,1,1,14445,0,0,19.7238,1,1,0,0,0,1,1,0,0,0,0,10613,0,1,16.2239,1,1,0,0,0,1,1,0,0,0,0
15,6,132.699,0,1,1,15369,0,0,43.2357,1,1,0,0,0,1,1,0,0,0,0,13344,0,1,80.1519,1,1,0,0,0,1,1,0,0,0,0
16,6,540.203,0,1,1,647,0,0,28.0659,1,1,0,0,0,1,1,0,0,0,0,13739,1,1,17.3422,1,1,0,0,0,1,1,0,0,0,0
17,6,44.9171,0,1,1,1604,0,0,32.0809,1,1,0,0,0,1,1,0,0,0,0,15394,0,1,17.2761,1,1,0,0,0,1,1,0,0,0,0
18,6,18.7907,0,1,1,1831,0,0,19.061,1,1,0,0,0,1,1,0,0,0,0,1256,0,1,19.2402,1,1,0,0,0,1,1,0,0,0,0
19,6,121.479,0,1,1,3248,0,0,66.3754,1,1,0,0,0,1,1,0,0,0,0,16577,0,1,38.0206,1,1,0,0,0,1,1,0,0,0,0
20,6,381.428,0,1,1,4927,0,0,23.1953,1,1,0,0,0,1,1,0,0,0,0,5016,0,1,19.6354,1,1,0,0,0,1,1,0,0,0,0
