Year, NodeId, Gender, IP_Key:Accessibility, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative
2004,3,0,Yes,82,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,83,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,84,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,85,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,86,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,87,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,88,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,89,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,90,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,91,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,92,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,93,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,94,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,95,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,96,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,97,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,98,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,Yes,99,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,0,7,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,1,5,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,2,5,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,3,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,4,8,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,5,11,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,6,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,7,6,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,8,3,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,9,6,2,0,0,0,0,0,0,0,0,0
2004,3,0,No,10,7,2,0,0,1,1,0,0,0,0,0
2004,3,0,No,11,3,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,12,6,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,13,5,2,0,0,0,0,0,0,0,0,0
2004,3,0,No,14,2,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,15,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,16,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,17,3,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,18,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,19,5,3,0,0,0,0,0,0,0,0,0
2004,3,0,No,20,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,21,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,22,1,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,23,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,24,1,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,25,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,26,6,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,27,1,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,28,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,29,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,30,2,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,31,3,2,0,0,1,1,0,0,0,0,0
2004,3,0,No,32,6,4,0,0,0,0,0,0,0,0,0
2004,3,0,No,33,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,34,5,2,0,0,0,0,0,0,0,0,0
2004,3,0,No,35,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,36,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,37,2,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,38,1,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,39,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,40,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,41,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,42,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,43,3,2,0,0,0,0,0,0,0,0,0
2004,3,0,No,44,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,45,4,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,46,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,47,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,48,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,49,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,50,2,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,51,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,52,2,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,53,3,2,0,0,0,0,0,0,0,0,0
2004,3,0,No,54,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,55,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,56,2,2,0,0,0,0,0,0,0,0,0
2004,3,0,No,57,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,58,1,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,59,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,60,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,61,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,62,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,63,1,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,64,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,65,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,66,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,67,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,68,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,69,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,70,1,1,0,0,0,0,0,0,0,0,0
2004,3,0,No,71,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,72,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,73,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,74,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,75,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,76,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,77,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,78,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,79,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,80,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,81,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,82,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,83,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,84,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,85,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,86,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,87,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,88,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,89,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,90,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,91,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,92,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,93,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,94,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,95,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,96,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,97,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,98,0,0,0,0,0,0,0,0,0,0,0
2004,3,0,No,99,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,0,19,1,1,0,1,1,17,17,1,2,8
2004,3,1,Yes,1,20,1,0,0,0,0,3,20,1,0,0
2004,3,1,Yes,2,14,0,0,0,0,0,0,14,0,0,0
2004,3,1,Yes,3,24,1,0,0,0,0,0,24,1,0,0
2004,3,1,Yes,4,18,0,0,0,0,0,0,18,0,0,0
2004,3,1,Yes,5,15,0,0,0,0,0,0,15,0,0,0
2004,3,1,Yes,6,18,0,0,0,0,0,0,18,0,0,0
2004,3,1,Yes,7,17,0,0,0,0,0,0,17,0,0,0
2004,3,1,Yes,8,13,1,0,0,0,0,0,13,1,0,0
2004,3,1,Yes,9,19,8,0,0,0,0,0,4,2,1,0
2004,3,1,Yes,10,19,4,0,0,0,0,1,1,1,1,0
2004,3,1,Yes,11,19,6,0,0,0,0,1,2,2,1,0
2004,3,1,Yes,12,16,7,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,13,17,3,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,14,19,5,0,0,0,0,2,2,0,0,0
2004,3,1,Yes,15,25,8,0,3,0,0,5,6,4,0,1
2004,3,1,Yes,16,17,3,0,1,0,0,5,6,1,0,2
2004,3,1,Yes,17,11,3,0,0,0,0,1,2,0,0,3
2004,3,1,Yes,18,13,6,0,5,0,0,8,8,5,1,0
2004,3,1,Yes,19,9,4,0,3,0,0,4,4,3,1,2
2004,3,1,Yes,20,13,2,0,1,0,0,4,6,2,0,1
2004,3,1,Yes,21,7,1,0,1,0,0,6,7,1,0,2
2004,3,1,Yes,22,11,5,0,3,0,0,3,6,3,0,2
2004,3,1,Yes,23,13,7,0,6,1,1,10,13,6,0,1
2004,3,1,Yes,24,13,8,0,7,0,0,7,10,7,0,0
2004,3,1,Yes,25,16,11,0,8,0,0,9,11,8,0,0
2004,3,1,Yes,26,18,10,0,8,0,0,10,15,8,0,0
2004,3,1,Yes,27,11,7,0,5,0,0,5,7,5,0,1
2004,3,1,Yes,28,6,1,0,1,0,0,1,5,1,0,0
2004,3,1,Yes,29,6,3,0,3,0,0,3,4,3,0,1
2004,3,1,Yes,30,9,7,0,6,0,0,7,9,6,0,0
2004,3,1,Yes,31,7,4,0,3,0,0,5,6,3,0,1
2004,3,1,Yes,32,15,9,0,7,0,0,9,11,7,0,1
2004,3,1,Yes,33,13,4,0,4,0,0,4,11,4,0,0
2004,3,1,Yes,34,13,9,0,9,0,0,10,13,9,0,0
2004,3,1,Yes,35,12,5,0,3,0,0,3,10,3,0,0
2004,3,1,Yes,36,11,4,0,4,0,0,4,8,4,0,0
2004,3,1,Yes,37,8,2,0,1,0,0,2,6,1,0,1
2004,3,1,Yes,38,12,6,0,5,0,0,6,9,5,0,0
2004,3,1,Yes,39,12,5,0,5,0,0,6,9,5,0,0
2004,3,1,Yes,40,1,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,41,13,6,0,6,1,1,6,11,6,1,0
2004,3,1,Yes,42,16,8,0,8,0,0,8,13,8,0,0
2004,3,1,Yes,43,8,5,0,4,0,0,4,6,4,0,0
2004,3,1,Yes,44,5,2,0,2,0,0,2,3,2,0,0
2004,3,1,Yes,45,10,7,0,6,0,0,6,10,6,0,0
2004,3,1,Yes,46,7,2,0,0,0,0,0,2,0,0,0
2004,3,1,Yes,47,4,2,0,2,0,0,2,3,2,0,0
2004,3,1,Yes,48,6,2,0,2,0,0,2,3,2,1,0
2004,3,1,Yes,49,8,4,0,2,0,0,2,2,2,0,0
2004,3,1,Yes,50,3,1,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,51,3,1,0,0,0,0,0,1,0,0,0
2004,3,1,Yes,52,4,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,53,7,3,0,3,0,0,3,3,3,0,0
2004,3,1,Yes,54,6,4,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,55,3,2,0,1,1,0,1,1,1,0,0
2004,3,1,Yes,56,6,2,0,2,0,0,2,2,2,0,0
2004,3,1,Yes,57,5,4,0,3,0,0,3,3,3,2,0
2004,3,1,Yes,58,4,2,0,2,0,0,2,2,2,0,0
2004,3,1,Yes,59,3,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,60,3,3,0,3,0,0,3,3,3,0,0
2004,3,1,Yes,61,6,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,62,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,63,6,4,0,3,0,0,3,3,3,0,0
2004,3,1,Yes,64,1,1,0,0,0,0,0,0,0,1,0
2004,3,1,Yes,65,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,66,5,3,0,2,0,0,2,2,2,0,0
2004,3,1,Yes,67,4,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,68,10,7,0,4,0,0,4,4,4,0,0
2004,3,1,Yes,69,5,3,0,2,0,0,2,2,2,0,0
2004,3,1,Yes,70,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,71,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,72,2,1,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,73,2,1,0,1,1,0,1,1,1,0,0
2004,3,1,Yes,74,3,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,75,2,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,76,1,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,77,1,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,78,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,79,1,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,80,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,81,2,2,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,82,2,1,0,1,0,0,1,1,1,0,0
2004,3,1,Yes,83,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,84,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,85,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,86,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,87,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,88,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,89,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,90,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,91,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,92,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,93,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,94,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,95,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,96,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,97,1,1,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,98,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,Yes,99,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,0,5,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,1,4,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,2,5,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,3,5,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,4,5,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,5,3,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,6,6,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,7,4,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,8,4,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,9,3,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,10,5,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,11,2,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,12,4,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,13,3,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,14,5,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,15,1,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,16,4,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,17,3,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,18,3,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,19,1,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,20,3,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,21,4,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,22,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,23,5,1,0,0,1,1,0,0,0,0,0
2004,3,1,No,24,4,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,25,3,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,26,1,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,27,3,3,0,0,0,0,0,0,0,0,0
2004,3,1,No,28,9,5,0,0,0,0,0,0,0,0,0
2004,3,1,No,29,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,30,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,31,2,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,32,2,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,33,2,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,34,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,35,2,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,36,3,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,37,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,38,4,3,0,0,0,0,0,0,0,0,0
2004,3,1,No,39,3,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,40,6,3,0,0,0,0,0,0,0,0,0
2004,3,1,No,41,3,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,42,3,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,43,3,2,0,0,0,0,0,0,0,0,0
2004,3,1,No,44,2,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,45,4,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,46,1,1,0,0,1,1,0,0,0,0,0
2004,3,1,No,47,2,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,48,2,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,49,1,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,50,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,51,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,52,1,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,53,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,54,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,55,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,56,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,57,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,58,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,59,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,60,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,61,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,62,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,63,1,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,64,2,1,0,0,0,0,0,0,0,0,0
2004,3,1,No,65,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,66,2,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,67,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,68,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,69,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,70,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,71,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,72,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,73,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,74,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,75,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,76,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,77,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,78,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,79,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,80,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,81,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,82,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,83,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,84,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,85,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,86,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,87,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,88,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,89,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,90,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,91,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,92,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,93,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,94,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,95,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,96,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,97,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,98,0,0,0,0,0,0,0,0,0,0,0
2004,3,1,No,99,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,0,23,1,1,0,0,0,19,19,0,0,13
2004,4,0,Yes,1,15,0,0,0,0,0,2,15,0,0,0
2004,4,0,Yes,2,22,0,0,0,0,0,0,22,0,0,0
2004,4,0,Yes,3,13,0,0,0,0,0,0,13,0,0,0
2004,4,0,Yes,4,20,0,0,0,0,0,0,20,0,0,0
2004,4,0,Yes,5,17,0,0,0,0,0,0,17,0,0,0
2004,4,0,Yes,6,16,2,0,0,0,0,0,16,2,0,0
2004,4,0,Yes,7,8,1,0,0,0,0,0,8,1,0,0
2004,4,0,Yes,8,19,1,0,0,0,0,0,19,1,0,0
2004,4,0,Yes,9,20,6,0,0,0,0,0,2,2,0,0
2004,4,0,Yes,10,14,4,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,11,15,6,0,0,0,0,1,1,1,0,0
2004,4,0,Yes,12,14,1,0,0,0,0,0,0,0,1,0
2004,4,0,Yes,13,10,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,14,13,5,0,0,0,0,1,2,2,0,0
2004,4,0,Yes,15,9,3,0,0,0,0,1,1,1,0,0
2004,4,0,Yes,16,14,6,0,1,0,0,2,2,1,0,0
2004,4,0,Yes,17,12,3,0,0,0,0,2,2,0,0,1
2004,4,0,Yes,18,12,5,0,2,0,0,3,3,2,0,0
2004,4,0,Yes,19,11,4,0,1,0,0,3,3,1,0,2
2004,4,0,Yes,20,10,2,0,0,0,0,2,2,0,0,0
2004,4,0,Yes,21,9,1,0,0,0,0,2,2,0,0,0
2004,4,0,Yes,22,12,4,0,1,0,0,4,5,2,0,1
2004,4,0,Yes,23,10,4,0,0,0,0,1,1,0,0,0
2004,4,0,Yes,24,14,9,0,5,0,0,5,5,5,0,0
2004,4,0,Yes,25,14,12,0,7,0,0,7,7,7,0,0
2004,4,0,Yes,26,11,5,0,1,1,1,1,1,1,1,0
2004,4,0,Yes,27,13,7,0,2,1,0,2,2,2,0,0
2004,4,0,Yes,28,10,3,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,29,6,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,30,9,4,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,31,4,4,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,32,17,6,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,33,12,2,0,1,0,0,1,1,1,1,0
2004,4,0,Yes,34,7,1,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,35,9,5,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,36,12,8,0,5,0,0,5,5,5,0,0
2004,4,0,Yes,37,10,5,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,38,8,4,0,2,0,0,2,2,2,1,0
2004,4,0,Yes,39,6,3,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,40,9,6,0,3,0,0,3,3,3,0,0
2004,4,0,Yes,41,7,4,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,42,8,2,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,43,9,3,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,44,8,4,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,45,7,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,46,7,2,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,47,7,3,0,3,0,0,3,3,3,0,0
2004,4,0,Yes,48,9,3,0,3,0,0,3,3,3,1,0
2004,4,0,Yes,49,7,4,0,3,0,0,3,3,3,0,0
2004,4,0,Yes,50,5,3,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,51,6,3,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,52,5,3,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,53,3,2,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,54,5,3,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,55,7,4,0,3,0,0,3,3,3,0,0
2004,4,0,Yes,56,2,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,57,10,5,0,4,0,0,4,4,4,0,0
2004,4,0,Yes,58,6,2,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,59,3,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,60,2,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,61,4,2,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,62,3,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,63,2,1,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,64,2,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,65,2,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,66,1,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,67,2,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,68,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,69,4,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,70,5,3,0,3,0,0,3,3,3,0,0
2004,4,0,Yes,71,3,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,72,1,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,73,2,1,0,0,0,0,1,1,1,1,0
2004,4,0,Yes,74,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,75,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,76,1,1,0,1,0,0,1,1,1,0,0
2004,4,0,Yes,77,2,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,78,3,3,0,2,0,0,2,2,2,0,0
2004,4,0,Yes,79,1,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,80,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,81,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,82,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,83,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,84,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,85,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,86,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,87,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,88,0,0,0,0,0,0,0,0,0,0,0
2004,4,0,Yes,89,0,0,0,0,0,0,0,0,0,0,0
