Time, NodeID, NumIndividuals, NumInfected, NodeProp=InterventionStatus, NodeProp=Place, NodeProp=Risk
2,52,520,25,SPRAYED_A,URBAN,MED
2,51,510,30,SPRAYED_B,URBAN,LOW
2,50,500,21,FENCE_AND_TRAP,RURAL,LOW
2,49,490,33,SPRAYED_A,RURAL,HIGH
2,48,480,19,SPRAYED_B,URBAN,LOW
2,47,470,23,SPRAYED_B,RURAL,LOW
2,46,460,18,NONE,RURAL,LOW
2,45,450,24,SPRAYED_B,RURAL,MED
2,44,441,32,NONE,RURAL,LOW
2,43,430,30,NONE,RURAL,LOW
2,42,420,23,SPRAYED_B,RURAL,LOW
2,41,410,20,SPRAYED_B,RURAL,LOW
2,40,400,19,NONE,URBAN,MED
2,39,390,29,SPRAYED_B,RURAL,LOW
2,38,380,27,FENCE_AND_TRAP,URBAN,MED
2,37,370,34,NONE,URBAN,LOW
2,36,360,21,NONE,RURAL,LOW
2,35,350,15,SPRAYED_A,RURAL,MED
2,34,340,21,NONE,RURAL,MED
2,33,330,14,NONE,RURAL,MED
2,32,320,25,NONE,URBAN,LOW
2,31,310,20,SPRAYED_B,RURAL,LOW
2,30,300,14,SPRAYED_B,URBAN,LOW
2,29,290,20,SPRAYED_B,RURAL,MED
2,28,280,16,SPRAYED_B,RURAL,LOW
2,27,270,19,NONE,URBAN,LOW
2,26,260,23,SPRAYED_B,URBAN,LOW
2,25,250,14,SPRAYED_B,RURAL,MED
2,24,240,14,NONE,URBAN,LOW
2,23,230,24,SPRAYED_B,RURAL,MED
2,22,220,22,NONE,RURAL,LOW
2,21,210,10,SPRAYED_A,RURAL,LOW
2,20,200,4,SPRAYED_B,URBAN,LOW
2,19,190,17,NONE,RURAL,LOW
2,18,180,17,SPRAYED_B,RURAL,LOW
2,17,170,9,SPRAYED_B,RURAL,LOW
2,16,160,7,NONE,RURAL,LOW
2,15,150,5,SPRAYED_B,URBAN,LOW
2,14,140,4,SPRAYED_A,URBAN,MED
2,13,130,8,FENCE_AND_TRAP,URBAN,LOW
2,12,120,7,NONE,URBAN,LOW
2,11,110,2,SPRAYED_B,URBAN,LOW
2,10,100,8,NONE,RURAL,LOW
2,9,90,8,SPRAYED_A,URBAN,LOW
2,8,80,4,SPRAYED_A,URBAN,LOW
2,7,70,2,SPRAYED_A,RURAL,LOW
2,6,60,5,NONE,RURAL,LOW
2,5,50,5,NONE,URBAN,LOW
2,4,40,1,SPRAYED_B,RURAL,LOW
2,3,30,0,SPRAYED_B,URBAN,LOW
2,2,20,0,FENCE_AND_TRAP,URBAN,LOW
2,1,10,0,NONE,RURAL,HIGH
3,100,1000,64,SPRAYED_B,RURAL,HIGH
3,99,990,76,SPRAYED_A,URBAN,LOW
3,98,980,63,NONE,RURAL,LOW
3,97,970,61,SPRAYED_A,URBAN,MED
3,96,960,62,NONE,RURAL,HIGH
3,95,950,54,FENCE_AND_TRAP,RURAL,MED
3,94,940,65,SPRAYED_B,URBAN,MED
3,93,930,54,FENCE_AND_TRAP,RURAL,MED
3,92,920,70,SPRAYED_B,RURAL,MED
3,91,910,77,SPRAYED_A,URBAN,LOW
3,90,900,59,SPRAYED_A,URBAN,LOW
3,89,890,51,SPRAYED_A,RURAL,LOW
3,88,880,62,NONE,RURAL,HIGH
3,87,871,61,SPRAYED_B,URBAN,LOW
3,86,860,64,NONE,URBAN,LOW
3,85,850,53,SPRAYED_A,RURAL,LOW
3,84,840,55,NONE,RURAL,LOW
3,83,830,59,SPRAYED_A,URBAN,HIGH
3,82,820,48,SPRAYED_B,RURAL,LOW
3,81,810,70,SPRAYED_A,RURAL,LOW
3,80,800,48,NONE,URBAN,MED
3,79,790,47,NONE,URBAN,MED
3,78,780,55,SPRAYED_A,RURAL,LOW
3,77,770,35,NONE,URBAN,HIGH
3,76,760,45,SPRAYED_B,RURAL,LOW
3,75,750,41,NONE,RURAL,LOW
3,74,740,54,FENCE_AND_TRAP,RURAL,MED
3,73,730,62,NONE,RURAL,LOW
3,72,720,50,NONE,RURAL,LOW
3,71,710,58,SPRAYED_A,RURAL,LOW
3,70,700,46,NONE,RURAL,MED
3,69,691,72,SPRAYED_A,URBAN,LOW
3,68,680,63,NONE,URBAN,HIGH
3,67,670,43,NONE,URBAN,LOW
3,66,660,46,NONE,RURAL,LOW
3,65,649,34,NONE,URBAN,LOW
3,64,639,45,SPRAYED_B,RURAL,LOW
3,63,629,47,SPRAYED_A,URBAN,HIGH
3,62,619,27,SPRAYED_B,RURAL,LOW
3,61,609,44,SPRAYED_B,URBAN,LOW
3,60,600,37,SPRAYED_A,RURAL,LOW
3,59,590,46,FENCE_AND_TRAP,URBAN,LOW
3,58,580,15,NONE,URBAN,LOW
3,57,570,48,NONE,URBAN,LOW
3,56,560,35,SPRAYED_A,RURAL,LOW
3,55,550,34,SPRAYED_A,RURAL,LOW
3,54,540,31,FENCE_AND_TRAP,RURAL,LOW
3,53,530,32,SPRAYED_A,RURAL,LOW
3,52,520,30,SPRAYED_A,URBAN,MED
3,51,510,37,SPRAYED_B,URBAN,LOW
3,50,500,26,FENCE_AND_TRAP,RURAL,LOW
3,49,490,40,SPRAYED_A,RURAL,HIGH
3,48,480,21,SPRAYED_B,URBAN,LOW
3,47,470,30,SPRAYED_B,RURAL,LOW
3,46,460,22,NONE,RURAL,LOW
3,45,450,27,SPRAYED_B,RURAL,MED
3,44,441,37,NONE,RURAL,LOW
3,43,430,35,NONE,RURAL,LOW
3,42,420,25,SPRAYED_B,RURAL,LOW
3,41,410,22,SPRAYED_B,RURAL,LOW
3,40,400,25,NONE,URBAN,MED
3,39,390,33,SPRAYED_B,RURAL,LOW
3,38,380,31,FENCE_AND_TRAP,URBAN,MED
3,37,370,36,NONE,URBAN,LOW
3,36,360,22,NONE,RURAL,LOW
3,35,350,17,SPRAYED_A,RURAL,MED
3,34,340,26,NONE,RURAL,MED
3,33,330,16,NONE,RURAL,MED
3,32,320,26,NONE,URBAN,LOW
3,31,310,22,SPRAYED_B,RURAL,LOW
3,30,300,14,SPRAYED_B,URBAN,LOW
3,29,290,21,SPRAYED_B,RURAL,MED
3,28,280,15,SPRAYED_B,RURAL,LOW
3,27,270,22,NONE,URBAN,LOW
3,26,260,23,SPRAYED_B,URBAN,LOW
3,25,250,17,SPRAYED_B,RURAL,MED
3,24,240,15,NONE,URBAN,LOW
3,23,230,28,SPRAYED_B,RURAL,MED
3,22,220,26,NONE,RURAL,LOW
3,21,210,13,SPRAYED_A,RURAL,LOW
3,20,200,6,SPRAYED_B,URBAN,LOW
3,19,190,19,NONE,RURAL,LOW
3,18,180,20,SPRAYED_B,RURAL,LOW
3,17,170,10,SPRAYED_B,RURAL,LOW
3,16,160,8,NONE,RURAL,LOW
3,15,150,5,SPRAYED_B,URBAN,LOW
3,14,140,4,SPRAYED_A,URBAN,MED
3,13,130,9,FENCE_AND_TRAP,URBAN,LOW
3,12,120,9,NONE,URBAN,LOW
3,11,110,3,SPRAYED_B,URBAN,LOW
3,10,100,9,NONE,RURAL,LOW
3,9,90,11,SPRAYED_A,URBAN,LOW
3,8,80,4,SPRAYED_A,URBAN,LOW
3,7,70,2,SPRAYED_A,RURAL,LOW
3,6,60,5,NONE,RURAL,LOW
3,5,50,6,NONE,URBAN,LOW
3,4,40,0,SPRAYED_B,RURAL,LOW
3,3,30,0,SPRAYED_B,URBAN,LOW
3,2,20,0,FENCE_AND_TRAP,URBAN,LOW
3,1,10,0,NONE,RURAL,HIGH
4,100,1000,76,SPRAYED_B,RURAL,HIGH
4,99,990,81,SPRAYED_A,URBAN,LOW
4,98,980,82,NONE,RURAL,LOW
4,97,970,63,SPRAYED_A,URBAN,MED
4,96,960,72,NONE,RURAL,HIGH
4,95,950,62,FENCE_AND_TRAP,RURAL,MED
4,94,940,69,SPRAYED_B,URBAN,MED
4,93,930,62,FENCE_AND_TRAP,RURAL,MED
4,92,920,89,SPRAYED_B,RURAL,MED
4,91,910,85,SPRAYED_A,URBAN,LOW
4,90,900,70,SPRAYED_A,URBAN,LOW
4,89,890,57,SPRAYED_A,RURAL,LOW
4,88,880,72,NONE,RURAL,HIGH
4,87,871,64,SPRAYED_B,URBAN,LOW
4,86,860,71,NONE,URBAN,LOW
4,85,850,70,SPRAYED_A,RURAL,LOW
4,84,840,66,NONE,RURAL,LOW
4,83,830,68,SPRAYED_A,URBAN,HIGH
4,82,820,59,SPRAYED_B,RURAL,LOW
4,81,810,76,SPRAYED_A,RURAL,LOW
4,80,800,59,NONE,URBAN,MED
4,79,790,58,NONE,URBAN,MED
4,78,780,55,SPRAYED_A,RURAL,LOW
4,77,770,41,NONE,URBAN,HIGH
4,76,759,50,SPRAYED_B,RURAL,LOW
4,75,750,49,NONE,RURAL,LOW
4,74,740,64,FENCE_AND_TRAP,RURAL,MED
4,73,730,74,NONE,RURAL,LOW
4,72,720,58,NONE,RURAL,LOW
4,71,710,71,SPRAYED_A,RURAL,LOW
4,70,700,56,NONE,RURAL,MED
4,69,691,79,SPRAYED_A,URBAN,LOW
4,68,680,61,NONE,URBAN,HIGH
4,67,670,47,NONE,URBAN,LOW
4,66,660,49,NONE,RURAL,LOW
4,65,649,39,NONE,URBAN,LOW
4,64,639,51,SPRAYED_B,RURAL,LOW
4,63,629,58,SPRAYED_A,URBAN,HIGH
4,62,619,31,SPRAYED_B,RURAL,LOW
4,61,609,52,SPRAYED_B,URBAN,LOW
4,60,600,42,SPRAYED_A,RURAL,LOW
4,59,590,51,FENCE_AND_TRAP,URBAN,LOW
4,58,580,19,NONE,URBAN,LOW
4,57,570,60,NONE,URBAN,LOW
4,56,560,38,SPRAYED_A,RURAL,LOW
4,55,550,41,SPRAYED_A,RURAL,LOW
4,54,540,34,FENCE_AND_TRAP,RURAL,LOW
4,53,530,37,SPRAYED_A,RURAL,LOW
4,52,520,32,SPRAYED_A,URBAN,MED
4,51,510,45,SPRAYED_B,URBAN,LOW
4,50,500,28,FENCE_AND_TRAP,RURAL,LOW
4,49,490,45,SPRAYED_A,RURAL,HIGH
4,48,480,21,SPRAYED_B,URBAN,LOW
4,47,470,35,SPRAYED_B,RURAL,LOW
4,46,460,26,NONE,RURAL,LOW
4,45,450,31,SPRAYED_B,RURAL,MED
4,44,441,46,NONE,RURAL,LOW
4,43,430,38,NONE,RURAL,LOW
4,42,420,28,SPRAYED_B,RURAL,LOW
4,41,410,24,SPRAYED_B,RURAL,LOW
4,40,400,28,NONE,URBAN,MED
4,39,390,36,SPRAYED_B,RURAL,LOW
4,38,380,34,FENCE_AND_TRAP,URBAN,MED
4,37,370,38,NONE,URBAN,LOW
4,36,360,24,NONE,RURAL,LOW
4,35,350,22,SPRAYED_A,RURAL,MED
4,34,340,31,NONE,RURAL,MED
4,33,330,16,NONE,RURAL,MED
4,32,320,26,NONE,URBAN,LOW
4,31,310,23,SPRAYED_B,RURAL,LOW
4,30,300,17,SPRAYED_B,URBAN,LOW
4,29,290,27,SPRAYED_B,RURAL,MED
4,28,280,16,SPRAYED_B,RURAL,LOW
4,27,270,29,NONE,URBAN,LOW
4,26,260,26,SPRAYED_B,URBAN,LOW
4,25,250,20,SPRAYED_B,RURAL,MED
4,24,240,18,NONE,URBAN,LOW
4,23,230,38,SPRAYED_B,RURAL,MED
4,22,220,29,NONE,RURAL,LOW
4,21,210,15,SPRAYED_A,RURAL,LOW
4,20,200,8,SPRAYED_B,URBAN,LOW
4,19,190,21,NONE,RURAL,LOW
4,18,180,23,SPRAYED_B,RURAL,LOW
4,17,170,12,SPRAYED_B,RURAL,LOW
4,16,160,11,NONE,RURAL,LOW
4,15,150,5,SPRAYED_B,URBAN,LOW
4,14,140,6,SPRAYED_A,URBAN,MED
4,13,130,9,FENCE_AND_TRAP,URBAN,LOW
4,12,120,13,NONE,URBAN,LOW
4,11,110,3,SPRAYED_B,URBAN,LOW
4,10,100,13,NONE,RURAL,LOW
4,9,90,11,SPRAYED_A,URBAN,LOW
4,8,80,5,SPRAYED_A,URBAN,LOW
4,7,70,2,SPRAYED_A,RURAL,LOW
4,6,60,6,NONE,RURAL,LOW
4,5,50,7,NONE,URBAN,LOW
4,4,40,0,SPRAYED_B,RURAL,LOW
4,3,30,0,SPRAYED_B,URBAN,LOW
4,2,20,0,FENCE_AND_TRAP,URBAN,LOW
4,1,10,0,NONE,RURAL,HIGH
5,100,1000,82,NONE,RURAL,HIGH
5,99,990,97,NONE,URBAN,LOW
5,98,980,93,NONE,RURAL,LOW
5,97,970,77,NONE,URBAN,MED
5,96,960,93,NONE,RURAL,HIGH
5,95,950,79,NONE,RURAL,MED
5,94,940,90,NONE,URBAN,MED
5,93,930,74,NONE,RURAL,MED
5,92,920,104,NONE,RURAL,MED
5,91,910,99,NONE,URBAN,LOW
5,90,900,80,NONE,URBAN,LOW
5,89,890,74,NONE,RURAL,LOW
5,88,880,83,NONE,RURAL,HIGH
5,87,871,71,NONE,URBAN,LOW
5,86,860,80,NONE,URBAN,LOW
5,85,850,85,NONE,RURAL,LOW
5,84,840,77,NONE,RURAL,LOW
5,83,830,76,NONE,URBAN,HIGH
5,82,820,69,NONE,RURAL,LOW
5,81,810,86,NONE,RURAL,LOW
5,80,800,73,NONE,URBAN,MED
5,79,790,75,NONE,URBAN,MED
5,78,780,64,NONE,RURAL,LOW
5,77,770,44,NONE,URBAN,HIGH
5,76,759,58,NONE,RURAL,LOW
5,75,750,60,NONE,RURAL,LOW
5,74,740,70,NONE,RURAL,MED
5,73,730,78,NONE,RURAL,LOW
5,72,720,62,NONE,RURAL,LOW
5,71,710,88,NONE,RURAL,LOW
5,70,700,60,NONE,RURAL,MED
5,69,691,96,NONE,URBAN,LOW
5,68,680,73,NONE,URBAN,HIGH
5,67,670,53,NONE,URBAN,LOW
5,66,660,59,NONE,RURAL,LOW
5,65,649,47,NONE,URBAN,LOW
5,64,639,60,NONE,RURAL,LOW
5,63,629,71,NONE,URBAN,HIGH
5,62,619,43,NONE,RURAL,LOW
5,61,609,61,NONE,URBAN,LOW
5,60,600,50,NONE,RURAL,LOW
5,59,590,65,NONE,URBAN,LOW
5,58,580,25,NONE,URBAN,LOW
5,57,570,64,NONE,URBAN,LOW
5,56,560,41,NONE,RURAL,LOW
5,55,550,51,NONE,RURAL,LOW
5,54,540,36,NONE,RURAL,LOW
5,53,530,39,NONE,RURAL,LOW
5,52,520,35,NONE,URBAN,MED
5,51,510,50,NONE,URBAN,LOW
5,50,500,33,NONE,RURAL,LOW
5,49,490,53,NONE,RURAL,HIGH
5,48,481,25,NONE,URBAN,LOW
5,47,470,41,NONE,RURAL,LOW
5,46,460,34,NONE,RURAL,LOW
5,45,450,35,NONE,RURAL,MED
5,44,441,48,NONE,RURAL,LOW
5,43,430,52,NONE,RURAL,LOW
5,42,420,32,NONE,RURAL,LOW
5,41,410,29,NONE,RURAL,LOW
5,40,400,31,NONE,URBAN,MED
5,39,390,39,NONE,RURAL,LOW
5,38,380,34,NONE,URBAN,MED
5,37,370,40,NONE,URBAN,LOW
5,36,360,25,NONE,RURAL,LOW
5,35,350,25,NONE,RURAL,MED
5,34,340,36,NONE,RURAL,MED
5,33,330,17,NONE,RURAL,MED
5,32,320,30,NONE,URBAN,LOW
5,31,310,22,NONE,RURAL,LOW
5,30,300,19,NONE,URBAN,LOW
5,29,290,31,NONE,RURAL,MED
5,28,280,17,NONE,RURAL,LOW
5,27,270,31,NONE,URBAN,LOW
5,26,260,28,NONE,URBAN,LOW
5,25,250,21,NONE,RURAL,MED
5,24,240,19,NONE,URBAN,LOW
5,23,230,48,NONE,RURAL,MED
5,22,220,31,NONE,RURAL,LOW
5,21,210,17,NONE,RURAL,LOW
