Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),male_ID,female_ID,male_age,female_age,Termination_Reason
151,1,69,71.3016,72,0,511,462,33.8917,30.9062,BROKEUP
79,1,41,78.8752,79,0,1959,1054,33.7685,20.7531,BROKEUP
147,1,69,91.7529,92,0,1432,1711,17.8107,31.0629,BROKEUP
220,1,97,117.168,118,0,413,1255,22.3845,45.0825,BROKEUP
110,1,55,118.717,119,0,1445,1681,43.829,49.4614,BROKEUP
217,1,97,125.723,126,0,820,284,21.6983,45.882,BROKEUP
238,1,104,127.129,128,0,322,1198,28.6081,47.3172,BROKEUP
78,1,41,131.971,132,0,1161,58,48.5703,21.9076,BROKEUP
47,1,27,133.308,134,0,1053,367,46.8766,39.3952,BROKEUP
42,1,27,139.435,140,0,802,648,33.3217,35.4754,BROKEUP
46,1,27,151.642,152,0,713,1574,34.9425,21.9007,BROKEUP
104,1,48,152.125,153,1,105,826,49.1953,36.8087,BROKEUP
34,1,20,154.779,155,0,1456,1823,25.274,19.2214,BROKEUP
103,1,48,156.736,157,1,506,1832,48.9396,49.6436,BROKEUP
115,1,55,165.952,166,1,347,682,23.3983,50.5349,BROKEUP
289,1,132,174.41,175,0,478,1982,39.3322,17.1474,BROKEUP
328,1,160,176.161,177,0,161,1390,34.7431,44.6485,BROKEUP
1,1,6,184.265,185,0,1117,185,19.6805,49.7307,BROKEUP
111,1,55,184.785,185,0,320,1465,19.463,28.6772,BROKEUP
219,1,97,184.242,185,0,63,1252,18.1145,33.0988,BROKEUP
239,1,104,186.512,187,0,742,286,39.8543,25.2386,BROKEUP
33,1,20,187.021,188,0,447,1048,30.923,20.877,BROKEUP
48,1,27,193.263,194,0,1686,1084,53.7126,53.0182,BROKEUP
262,1,118,204.482,205,0,123,496,29.6786,22.0428,BROKEUP
179,1,83,208.14,209,0,693,851,46.6896,37.5251,BROKEUP
306,1,146,212.723,213,0,1897,279,54.1456,31.4715,BROKEUP
267,1,125,215.885,216,0,1126,828,42.2446,26.9089,BROKEUP
44,1,27,218.394,219,0,10,703,37.7314,28.7957,BROKEUP
6,1,13,221.397,222,0,919,1392,21.4594,32.8975,BROKEUP
329,1,160,224.792,225,0,476,648,20.8183,35.4754,BROKEUP
107,1,55,225.161,226,0,484,1556,43.3092,53.0588,BROKEUP
31,1,20,228.743,229,0,688,733,25.1873,25.3401,BROKEUP
242,1,104,228.599,229,1,1662,221,43.7439,47.1109,BROKEUP
41,1,27,238.378,239,0,1749,1837,48.2005,44.6282,BROKEUP
292,1,139,238.276,239,0,1665,196,16.5516,17.2711,BROKEUP
439,1,230,246.492,247,0,646,703,43.5093,28.7957,BROKEUP
30,1,20,260.421,261,0,128,1171,22.9403,20.0155,BROKEUP
243,1,104,263.733,264,1,1714,351,34.2501,32.0648,BROKEUP
456,1,244,265.865,266,0,253,770,27.2973,30.2617,BROKEUP
310,1,146,266.827,267,1,145,973,26.8345,20.4783,BROKEUP
295,1,139,275.836,276,1,1347,535,50.4365,51.9365,BROKEUP
379,1,195,275.663,276,0,188,94,21.2511,23.9117,BROKEUP
181,1,83,283.397,284,0,1778,1428,33.7008,30.1202,BROKEUP
7,1,13,284.575,285,0,1458,1710,40.2222,21.5057,BROKEUP
313,1,153,288.426,289,0,242,787,26.4732,17.4357,BROKEUP
261,1,118,291.098,292,0,1596,243,50.7927,45.6906,BROKEUP
72,1,34,299.67,300,0,1058,1863,46.1684,41.5337,BROKEUP
174,1,76,311.952,312,0,143,945,29.3867,16.1618,BROKEUP
152,1,69,312.577,313,0,1096,77,24.948,16.5061,BROKEUP
173,1,76,316.521,317,0,799,330,34.8028,26.9695,BROKEUP
